start_time,away_team,away_team_score,home_team,home_team_score,home_team_win?
2015-10-28 00:00:00+00:00,CLEVELAND CAVALIERS,95,CHICAGO BULLS,97,True
2015-10-28 00:00:00+00:00,DETROIT PISTONS,106,ATLANTA HAWKS,94,False
2015-10-28 02:30:00+00:00,NEW ORLEANS PELICANS,95,GOLDEN STATE WARRIORS,111,True
2015-10-28 23:00:00+00:00,WASHINGTON WIZARDS,88,ORLANDO MAGIC,87,False
2015-10-28 23:30:00+00:00,PHILADELPHIA 76ERS,95,BOSTON CELTICS,112,True
2015-10-28 23:30:00+00:00,CHICAGO BULLS,115,BROOKLYN NETS,100,False
2015-10-28 23:30:00+00:00,UTAH JAZZ,87,DETROIT PISTONS,92,True
2015-10-28 23:30:00+00:00,INDIANA PACERS,99,TORONTO RAPTORS,106,True
2015-10-28 23:30:00+00:00,CHARLOTTE HORNETS,94,MIAMI HEAT,104,True
2015-10-29 00:00:00+00:00,NEW YORK KNICKS,122,MILWAUKEE BUCKS,97,False
2015-10-29 00:00:00+00:00,SAN ANTONIO SPURS,106,OKLAHOMA CITY THUNDER,112,True
2015-10-29 00:00:00+00:00,CLEVELAND CAVALIERS,106,MEMPHIS GRIZZLIES,76,False
2015-10-29 00:00:00+00:00,DENVER NUGGETS,105,HOUSTON ROCKETS,85,False
2015-10-29 02:00:00+00:00,DALLAS MAVERICKS,111,PHOENIX SUNS,95,False
2015-10-29 02:00:00+00:00,NEW ORLEANS PELICANS,94,PORTLAND TRAIL BLAZERS,112,True
2015-10-29 02:00:00+00:00,LOS ANGELES CLIPPERS,111,SACRAMENTO KINGS,104,False
2015-10-29 02:30:00+00:00,MINNESOTA TIMBERWOLVES,112,LOS ANGELES LAKERS,111,False
2015-10-29 23:00:00+00:00,MEMPHIS GRIZZLIES,112,INDIANA PACERS,103,False
2015-10-30 00:00:00+00:00,ATLANTA HAWKS,112,NEW YORK KNICKS,101,False
2015-10-30 02:30:00+00:00,DALLAS MAVERICKS,88,LOS ANGELES CLIPPERS,104,True
