start_time,away_team,away_team_score,home_team,home_team_score,home_team_win?
2016-11-05 00:00:00+00:00,NEW YORK KNICKS,117,CHICAGO BULLS,104,False
2016-11-05 00:00:00+00:00,LOS ANGELES CLIPPERS,99,MEMPHIS GRIZZLIES,88,False
2016-11-05 00:00:00+00:00,PHOENIX SUNS,112,NEW ORLEANS PELICANS,111,False
2016-11-05 00:30:00+00:00,PORTLAND TRAIL BLAZERS,105,DALLAS MAVERICKS,95,False
2016-11-05 01:00:00+00:00,SAN ANTONIO SPURS,100,UTAH JAZZ,86,False
2016-11-05 02:30:00+00:00,GOLDEN STATE WARRIORS,97,LOS ANGELES LAKERS,117,True
2016-11-05 22:00:00+00:00,MINNESOTA TIMBERWOLVES,92,OKLAHOMA CITY THUNDER,112,True
2016-11-05 23:00:00+00:00,DENVER NUGGETS,86,DETROIT PISTONS,103,True
2016-11-05 23:00:00+00:00,CHICAGO BULLS,94,INDIANA PACERS,111,True
2016-11-05 23:00:00+00:00,WASHINGTON WIZARDS,86,ORLANDO MAGIC,88,True
2016-11-05 23:00:00+00:00,CLEVELAND CAVALIERS,102,PHILADELPHIA 76ERS,101,False
2016-11-05 23:30:00+00:00,HOUSTON ROCKETS,97,ATLANTA HAWKS,112,True
2016-11-06 00:00:00+00:00,SACRAMENTO KINGS,91,MILWAUKEE BUCKS,117,True
2016-11-06 00:30:00+00:00,LOS ANGELES CLIPPERS,116,SAN ANTONIO SPURS,92,False
2016-11-06 17:00:00+00:00,UTAH JAZZ,114,NEW YORK KNICKS,109,False
2016-11-06 20:30:00+00:00,PORTLAND TRAIL BLAZERS,100,MEMPHIS GRIZZLIES,94,False
2016-11-06 23:00:00+00:00,SACRAMENTO KINGS,96,TORONTO RAPTORS,91,False
2016-11-07 00:00:00+00:00,MILWAUKEE BUCKS,75,DALLAS MAVERICKS,86,True
2016-11-07 00:30:00+00:00,DENVER NUGGETS,123,BOSTON CELTICS,107,False
2016-11-07 02:30:00+00:00,PHOENIX SUNS,108,LOS ANGELES LAKERS,119,True
2016-11-08 00:00:00+00:00,INDIANA PACERS,100,CHARLOTTE HORNETS,122,True
2016-11-08 00:00:00+00:00,UTAH JAZZ,109,PHILADELPHIA 76ERS,84,False
2016-11-08 00:00:00+00:00,HOUSTON ROCKETS,114,WASHINGTON WIZARDS,106,False
2016-11-08 01:00:00+00:00,ORLANDO MAGIC,80,CHICAGO BULLS,112,True
2016-11-08 01:00:00+00:00,MIAMI HEAT,85,OKLAHOMA CITY THUNDER,97,True
2016-11-08 03:30:00+00:00,NEW ORLEANS PELICANS,106,GOLDEN STATE WARRIORS,116,True
2016-11-08 03:30:00+00:00,DETROIT PISTONS,82,LOS ANGELES CLIPPERS,114,True
2016-11-09 00:00:00+00:00,ATLANTA HAWKS,110,CLEVELAND CAVALIERS,106,False
2016-11-09 00:30:00+00:00,MINNESOTA TIMBERWOLVES,110,BROOKLYN NETS,119,True
2016-11-09 01:00:00+00:00,DENVER NUGGETS,107,MEMPHIS GRIZZLIES,108,True
2016-11-09 03:00:00+00:00,PHOENIX SUNS,121,PORTLAND TRAIL BLAZERS,124,True
2016-11-09 03:30:00+00:00,DALLAS MAVERICKS,109,LOS ANGELES LAKERS,97,False
2016-11-09 03:30:00+00:00,NEW ORLEANS PELICANS,94,SACRAMENTO KINGS,102,True
2016-11-10 00:00:00+00:00,UTAH JAZZ,98,CHARLOTTE HORNETS,104,True
2016-11-10 00:00:00+00:00,PHILADELPHIA 76ERS,115,INDIANA PACERS,122,True
2016-11-10 00:00:00+00:00,BROOKLYN NETS,96,NEW YORK KNICKS,110,True
2016-11-10 00:00:00+00:00,MINNESOTA TIMBERWOLVES,123,ORLANDO MAGIC,107,False
2016-11-10 00:00:00+00:00,BOSTON CELTICS,93,WASHINGTON WIZARDS,118,True
2016-11-10 00:30:00+00:00,CHICAGO BULLS,107,ATLANTA HAWKS,115,True
2016-11-10 01:00:00+00:00,TORONTO RAPTORS,112,OKLAHOMA CITY THUNDER,102,False
2016-11-10 02:00:00+00:00,DETROIT PISTONS,100,PHOENIX SUNS,107,True
2016-11-10 02:30:00+00:00,HOUSTON ROCKETS,101,SAN ANTONIO SPURS,99,False
2016-11-10 03:30:00+00:00,DALLAS MAVERICKS,95,GOLDEN STATE WARRIORS,116,True
2016-11-10 03:30:00+00:00,PORTLAND TRAIL BLAZERS,80,LOS ANGELES CLIPPERS,111,True
2016-11-11 01:00:00+00:00,CHICAGO BULLS,98,MIAMI HEAT,95,False
2016-11-11 01:00:00+00:00,NEW ORLEANS PELICANS,112,MILWAUKEE BUCKS,106,False
2016-11-11 02:00:00+00:00,GOLDEN STATE WARRIORS,125,DENVER NUGGETS,101,False
2016-11-11 03:30:00+00:00,LOS ANGELES LAKERS,101,SACRAMENTO KINGS,91,False
2016-11-12 00:00:00+00:00,TORONTO RAPTORS,113,CHARLOTTE HORNETS,111,False
2016-11-12 00:00:00+00:00,UTAH JAZZ,87,ORLANDO MAGIC,74,False
2016-11-12 00:00:00+00:00,INDIANA PACERS,105,PHILADELPHIA 76ERS,109,True
2016-11-12 00:00:00+00:00,CLEVELAND CAVALIERS,105,WASHINGTON WIZARDS,94,False
2016-11-12 00:30:00+00:00,NEW YORK KNICKS,87,BOSTON CELTICS,115,True
2016-11-12 01:00:00+00:00,LOS ANGELES CLIPPERS,110,OKLAHOMA CITY THUNDER,108,False
2016-11-12 01:30:00+00:00,DETROIT PISTONS,86,SAN ANTONIO SPURS,96,True
2016-11-12 03:00:00+00:00,SACRAMENTO KINGS,120,PORTLAND TRAIL BLAZERS,122,True
2016-11-13 00:00:00+00:00,BOSTON CELTICS,105,INDIANA PACERS,99,False
2016-11-13 00:00:00+00:00,LOS ANGELES LAKERS,126,NEW ORLEANS PELICANS,99,False
2016-11-13 00:30:00+00:00,PHILADELPHIA 76ERS,96,ATLANTA HAWKS,117,True
2016-11-13 00:30:00+00:00,NEW YORK KNICKS,107,TORONTO RAPTORS,118,True
2016-11-13 01:00:00+00:00,WASHINGTON WIZARDS,95,CHICAGO BULLS,106,True
2016-11-13 01:00:00+00:00,SAN ANTONIO SPURS,106,HOUSTON ROCKETS,100,False
2016-11-13 01:00:00+00:00,UTAH JAZZ,102,MIAMI HEAT,91,False
2016-11-13 01:00:00+00:00,LOS ANGELES CLIPPERS,119,MINNESOTA TIMBERWOLVES,105,False
2016-11-13 01:30:00+00:00,MEMPHIS GRIZZLIES,96,MILWAUKEE BUCKS,106,True
2016-11-13 02:00:00+00:00,DETROIT PISTONS,106,DENVER NUGGETS,95,False
2016-11-13 02:00:00+00:00,BROOKLYN NETS,122,PHOENIX SUNS,104,False
2016-11-13 20:30:00+00:00,CHARLOTTE HORNETS,93,CLEVELAND CAVALIERS,100,True
2016-11-14 00:00:00+00:00,LOS ANGELES LAKERS,99,MINNESOTA TIMBERWOLVES,125,True
2016-11-14 00:00:00+00:00,ORLANDO MAGIC,119,OKLAHOMA CITY THUNDER,117,False
2016-11-14 01:00:00+00:00,PHOENIX SUNS,120,GOLDEN STATE WARRIORS,133,True
2016-11-14 02:00:00+00:00,DENVER NUGGETS,105,PORTLAND TRAIL BLAZERS,112,True
2016-11-15 00:00:00+00:00,ORLANDO MAGIC,69,INDIANA PACERS,88,True
2016-11-15 00:30:00+00:00,OKLAHOMA CITY THUNDER,88,DETROIT PISTONS,104,True
2016-11-15 00:30:00+00:00,DALLAS MAVERICKS,77,NEW YORK KNICKS,93,True
2016-11-15 01:00:00+00:00,PHILADELPHIA 76ERS,88,HOUSTON ROCKETS,115,True
2016-11-15 01:00:00+00:00,BOSTON CELTICS,105,NEW ORLEANS PELICANS,106,True
2016-11-15 01:30:00+00:00,MIAMI HEAT,90,SAN ANTONIO SPURS,94,True
2016-11-15 02:00:00+00:00,MEMPHIS GRIZZLIES,102,UTAH JAZZ,96,False
2016-11-15 03:30:00+00:00,BROOKLYN NETS,95,LOS ANGELES CLIPPERS,127,True
2016-11-16 00:00:00+00:00,TORONTO RAPTORS,117,CLEVELAND CAVALIERS,121,True
2016-11-16 00:30:00+00:00,ATLANTA HAWKS,93,MIAMI HEAT,90,False
2016-11-16 01:00:00+00:00,CHARLOTTE HORNETS,115,MINNESOTA TIMBERWOLVES,108,False
2016-11-16 03:00:00+00:00,CHICAGO BULLS,113,PORTLAND TRAIL BLAZERS,88,False
2016-11-16 03:30:00+00:00,BROOKLYN NETS,118,LOS ANGELES LAKERS,125,True
2016-11-17 00:00:00+00:00,CLEVELAND CAVALIERS,93,INDIANA PACERS,103,True
2016-11-17 00:00:00+00:00,NEW ORLEANS PELICANS,82,ORLANDO MAGIC,89,True
2016-11-17 00:00:00+00:00,WASHINGTON WIZARDS,102,PHILADELPHIA 76ERS,109,True
2016-11-17 00:30:00+00:00,MILWAUKEE BUCKS,100,ATLANTA HAWKS,107,True
2016-11-17 00:30:00+00:00,DALLAS MAVERICKS,83,BOSTON CELTICS,90,True
2016-11-17 00:30:00+00:00,DETROIT PISTONS,102,NEW YORK KNICKS,105,True
2016-11-17 01:00:00+00:00,HOUSTON ROCKETS,103,OKLAHOMA CITY THUNDER,105,True
2016-11-17 01:00:00+00:00,GOLDEN STATE WARRIORS,127,TORONTO RAPTORS,121,False
2016-11-17 02:00:00+00:00,PHOENIX SUNS,104,DENVER NUGGETS,120,True
2016-11-17 03:30:00+00:00,MEMPHIS GRIZZLIES,111,LOS ANGELES CLIPPERS,107,False
2016-11-17 03:30:00+00:00,SAN ANTONIO SPURS,110,SACRAMENTO KINGS,105,False
2016-11-18 00:00:00+00:00,NEW YORK KNICKS,112,WASHINGTON WIZARDS,119,True
2016-11-18 00:30:00+00:00,MILWAUKEE BUCKS,73,MIAMI HEAT,96,True
2016-11-18 01:00:00+00:00,PORTLAND TRAIL BLAZERS,109,HOUSTON ROCKETS,126,True
2016-11-18 01:00:00+00:00,PHILADELPHIA 76ERS,86,MINNESOTA TIMBERWOLVES,110,True
2016-11-18 03:30:00+00:00,CHICAGO BULLS,85,UTAH JAZZ,77,False
2016-11-19 00:00:00+00:00,ATLANTA HAWKS,96,CHARLOTTE HORNETS,100,True
2016-11-19 00:00:00+00:00,PHOENIX SUNS,116,INDIANA PACERS,96,False
2016-11-19 00:30:00+00:00,DETROIT PISTONS,81,CLEVELAND CAVALIERS,104,True
2016-11-19 01:00:00+00:00,GOLDEN STATE WARRIORS,104,BOSTON CELTICS,88,False
2016-11-19 01:00:00+00:00,PORTLAND TRAIL BLAZERS,101,NEW ORLEANS PELICANS,113,True
2016-11-19 01:00:00+00:00,BROOKLYN NETS,105,OKLAHOMA CITY THUNDER,124,True
2016-11-19 01:30:00+00:00,MEMPHIS GRIZZLIES,80,DALLAS MAVERICKS,64,False
2016-11-19 02:00:00+00:00,TORONTO RAPTORS,113,DENVER NUGGETS,111,False
2016-11-19 03:30:00+00:00,SAN ANTONIO SPURS,116,LOS ANGELES LAKERS,107,False
2016-11-19 03:30:00+00:00,LOS ANGELES CLIPPERS,121,SACRAMENTO KINGS,115,False
2016-11-19 22:00:00+00:00,UTAH JAZZ,102,HOUSTON ROCKETS,111,True
2016-11-20 00:00:00+00:00,BOSTON CELTICS,94,DETROIT PISTONS,92,False
2016-11-20 00:00:00+00:00,CHARLOTTE HORNETS,116,NEW ORLEANS PELICANS,121,True
2016-11-20 00:00:00+00:00,DALLAS MAVERICKS,87,ORLANDO MAGIC,95,True
2016-11-20 00:00:00+00:00,MIAMI HEAT,114,WASHINGTON WIZARDS,111,False
2016-11-20 00:30:00+00:00,PHOENIX SUNS,105,PHILADELPHIA 76ERS,120,True
2016-11-20 01:00:00+00:00,MINNESOTA TIMBERWOLVES,71,MEMPHIS GRIZZLIES,93,True
2016-11-20 01:30:00+00:00,GOLDEN STATE WARRIORS,124,MILWAUKEE BUCKS,121,False
2016-11-20 03:30:00+00:00,CHICAGO BULLS,95,LOS ANGELES CLIPPERS,102,True
2016-11-20 17:00:00+00:00,ATLANTA HAWKS,94,NEW YORK KNICKS,104,True
2016-11-20 20:30:00+00:00,PORTLAND TRAIL BLAZERS,129,BROOKLYN NETS,109,False
2016-11-21 00:00:00+00:00,INDIANA PACERS,115,OKLAHOMA CITY THUNDER,111,False
2016-11-21 02:00:00+00:00,UTAH JAZZ,91,DENVER NUGGETS,105,True
2016-11-21 02:00:00+00:00,TORONTO RAPTORS,99,SACRAMENTO KINGS,102,True
2016-11-21 02:30:00+00:00,CHICAGO BULLS,118,LOS ANGELES LAKERS,110,False
2016-11-22 00:00:00+00:00,MEMPHIS GRIZZLIES,105,CHARLOTTE HORNETS,90,False
2016-11-22 00:00:00+00:00,GOLDEN STATE WARRIORS,120,INDIANA PACERS,83,False
2016-11-22 00:00:00+00:00,MIAMI HEAT,94,PHILADELPHIA 76ERS,101,True
2016-11-22 00:00:00+00:00,PHOENIX SUNS,101,WASHINGTON WIZARDS,106,True
2016-11-22 00:30:00+00:00,HOUSTON ROCKETS,99,DETROIT PISTONS,96,False
2016-11-22 01:00:00+00:00,ORLANDO MAGIC,89,MILWAUKEE BUCKS,93,True
2016-11-22 01:00:00+00:00,BOSTON CELTICS,99,MINNESOTA TIMBERWOLVES,93,False
2016-11-22 01:30:00+00:00,DALLAS MAVERICKS,91,SAN ANTONIO SPURS,96,True
2016-11-22 03:30:00+00:00,TORONTO RAPTORS,115,LOS ANGELES CLIPPERS,123,True
2016-11-23 00:30:00+00:00,NEW ORLEANS PELICANS,112,ATLANTA HAWKS,94,False
2016-11-23 00:30:00+00:00,PORTLAND TRAIL BLAZERS,103,NEW YORK KNICKS,107,True
2016-11-23 02:00:00+00:00,CHICAGO BULLS,107,DENVER NUGGETS,110,True
2016-11-23 03:30:00+00:00,OKLAHOMA CITY THUNDER,109,LOS ANGELES LAKERS,111,True
2016-11-24 00:00:00+00:00,SAN ANTONIO SPURS,119,CHARLOTTE HORNETS,114,False
2016-11-24 00:00:00+00:00,PORTLAND TRAIL BLAZERS,125,CLEVELAND CAVALIERS,137,True
2016-11-24 00:00:00+00:00,ATLANTA HAWKS,96,INDIANA PACERS,85,False
2016-11-24 00:00:00+00:00,PHOENIX SUNS,92,ORLANDO MAGIC,87,False
2016-11-24 00:00:00+00:00,MEMPHIS GRIZZLIES,104,PHILADELPHIA 76ERS,99,False
2016-11-24 00:30:00+00:00,BOSTON CELTICS,111,BROOKLYN NETS,92,False
2016-11-24 00:30:00+00:00,MIAMI HEAT,84,DETROIT PISTONS,107,True
2016-11-24 01:00:00+00:00,TORONTO RAPTORS,115,HOUSTON ROCKETS,102,False
2016-11-24 01:30:00+00:00,LOS ANGELES CLIPPERS,124,DALLAS MAVERICKS,104,False
2016-11-24 02:00:00+00:00,DENVER NUGGETS,83,UTAH JAZZ,108,True
2016-11-24 02:30:00+00:00,MINNESOTA TIMBERWOLVES,96,NEW ORLEANS PELICANS,117,True
2016-11-24 03:30:00+00:00,LOS ANGELES LAKERS,106,GOLDEN STATE WARRIORS,149,True
2016-11-24 03:30:00+00:00,OKLAHOMA CITY THUNDER,101,SACRAMENTO KINGS,116,True
2016-11-25 18:00:00+00:00,SAN ANTONIO SPURS,109,BOSTON CELTICS,103,False
2016-11-26 00:00:00+00:00,WASHINGTON WIZARDS,94,ORLANDO MAGIC,91,False
2016-11-26 00:30:00+00:00,DALLAS MAVERICKS,90,CLEVELAND CAVALIERS,128,True
2016-11-26 00:30:00+00:00,LOS ANGELES CLIPPERS,97,DETROIT PISTONS,108,True
2016-11-26 00:30:00+00:00,CHARLOTTE HORNETS,111,NEW YORK KNICKS,113,True
2016-11-26 00:30:00+00:00,CHICAGO BULLS,105,PHILADELPHIA 76ERS,89,False
2016-11-26 01:00:00+00:00,BROOKLYN NETS,97,INDIANA PACERS,118,True
2016-11-26 01:00:00+00:00,MIAMI HEAT,90,MEMPHIS GRIZZLIES,81,False
2016-11-26 01:00:00+00:00,TORONTO RAPTORS,105,MILWAUKEE BUCKS,99,False
2016-11-26 01:00:00+00:00,ATLANTA HAWKS,68,UTAH JAZZ,95,True
2016-11-26 02:00:00+00:00,OKLAHOMA CITY THUNDER,132,DENVER NUGGETS,129,False
2016-11-26 02:00:00+00:00,MINNESOTA TIMBERWOLVES,98,PHOENIX SUNS,85,False
2016-11-26 03:00:00+00:00,NEW ORLEANS PELICANS,104,PORTLAND TRAIL BLAZERS,119,True
2016-11-26 03:30:00+00:00,GOLDEN STATE WARRIORS,109,LOS ANGELES LAKERS,85,False
2016-11-26 03:30:00+00:00,HOUSTON ROCKETS,117,SACRAMENTO KINGS,104,False
2016-11-27 00:00:00+00:00,NEW YORK KNICKS,102,CHARLOTTE HORNETS,107,True
2016-11-27 00:00:00+00:00,SAN ANTONIO SPURS,112,WASHINGTON WIZARDS,100,False
2016-11-27 01:00:00+00:00,MEMPHIS GRIZZLIES,110,MIAMI HEAT,107,False
2016-11-27 01:00:00+00:00,DETROIT PISTONS,88,OKLAHOMA CITY THUNDER,106,True
2016-11-27 03:30:00+00:00,MINNESOTA TIMBERWOLVES,102,GOLDEN STATE WARRIORS,115,True
2016-11-27 18:00:00+00:00,CLEVELAND CAVALIERS,112,PHILADELPHIA 76ERS,108,False
2016-11-27 20:30:00+00:00,DENVER NUGGETS,120,PHOENIX SUNS,114,False
2016-11-27 23:00:00+00:00,SACRAMENTO KINGS,122,BROOKLYN NETS,105,False
2016-11-27 23:00:00+00:00,LOS ANGELES CLIPPERS,70,INDIANA PACERS,91,True
2016-11-27 23:00:00+00:00,MILWAUKEE BUCKS,104,ORLANDO MAGIC,96,False
2016-11-28 00:00:00+00:00,NEW ORLEANS PELICANS,81,DALLAS MAVERICKS,91,True
2016-11-28 02:00:00+00:00,HOUSTON ROCKETS,130,PORTLAND TRAIL BLAZERS,114,False
2016-11-28 02:30:00+00:00,ATLANTA HAWKS,94,LOS ANGELES LAKERS,109,True
2016-11-29 00:00:00+00:00,SACRAMENTO KINGS,95,WASHINGTON WIZARDS,101,True
2016-11-29 00:30:00+00:00,BOSTON CELTICS,112,MIAMI HEAT,104,False
2016-11-29 00:30:00+00:00,OKLAHOMA CITY THUNDER,112,NEW YORK KNICKS,103,False
2016-11-29 00:30:00+00:00,PHILADELPHIA 76ERS,95,TORONTO RAPTORS,122,True
2016-11-29 01:00:00+00:00,CHARLOTTE HORNETS,104,MEMPHIS GRIZZLIES,85,False
2016-11-29 01:00:00+00:00,UTAH JAZZ,112,MINNESOTA TIMBERWOLVES,103,False
2016-11-29 03:30:00+00:00,ATLANTA HAWKS,100,GOLDEN STATE WARRIORS,105,True
2016-11-30 00:00:00+00:00,DETROIT PISTONS,112,CHARLOTTE HORNETS,89,False
2016-11-30 00:30:00+00:00,LOS ANGELES CLIPPERS,122,BROOKLYN NETS,127,True
2016-11-30 01:00:00+00:00,CLEVELAND CAVALIERS,101,MILWAUKEE BUCKS,118,True
2016-11-30 01:00:00+00:00,LOS ANGELES LAKERS,88,NEW ORLEANS PELICANS,105,True
2016-11-30 01:30:00+00:00,ORLANDO MAGIC,95,SAN ANTONIO SPURS,83,False
2016-11-30 02:00:00+00:00,HOUSTON ROCKETS,101,UTAH JAZZ,120,True
2016-12-01 00:30:00+00:00,DETROIT PISTONS,121,BOSTON CELTICS,114,False
2016-12-01 00:30:00+00:00,MEMPHIS GRIZZLIES,105,TORONTO RAPTORS,120,True
2016-12-01 01:00:00+00:00,LOS ANGELES LAKERS,96,CHICAGO BULLS,90,False
2016-12-01 01:00:00+00:00,NEW YORK KNICKS,106,MINNESOTA TIMBERWOLVES,104,False
2016-12-01 01:00:00+00:00,WASHINGTON WIZARDS,115,OKLAHOMA CITY THUNDER,126,True
2016-12-01 01:30:00+00:00,SAN ANTONIO SPURS,94,DALLAS MAVERICKS,87,False
2016-12-01 02:00:00+00:00,MIAMI HEAT,106,DENVER NUGGETS,98,False
2016-12-01 02:00:00+00:00,ATLANTA HAWKS,107,PHOENIX SUNS,109,True
2016-12-01 03:00:00+00:00,INDIANA PACERS,109,PORTLAND TRAIL BLAZERS,131,True
2016-12-02 00:00:00+00:00,DALLAS MAVERICKS,87,CHARLOTTE HORNETS,97,True
2016-12-02 00:30:00+00:00,MILWAUKEE BUCKS,111,BROOKLYN NETS,93,False
2016-12-02 01:00:00+00:00,LOS ANGELES CLIPPERS,113,CLEVELAND CAVALIERS,94,False
2016-12-02 01:00:00+00:00,ORLANDO MAGIC,94,MEMPHIS GRIZZLIES,95,True
2016-12-02 02:00:00+00:00,MIAMI HEAT,111,UTAH JAZZ,110,False
2016-12-02 03:30:00+00:00,HOUSTON ROCKETS,132,GOLDEN STATE WARRIORS,127,False
