start_time,away_team,away_team_score,home_team,home_team_score,home_team_win?
2008-11-06 00:30:00+00:00,CHARLOTTE BOBCATS,98,NEW YORK KNICKS,101,True
2008-11-06 01:00:00+00:00,CHICAGO BULLS,93,CLEVELAND CAVALIERS,107,True
2008-11-06 01:00:00+00:00,WASHINGTON WIZARDS,104,MILWAUKEE BUCKS,112,True
2008-11-06 01:00:00+00:00,SAN ANTONIO SPURS,129,MINNESOTA TIMBERWOLVES,125,False
2008-11-06 01:00:00+00:00,ATLANTA HAWKS,87,NEW ORLEANS HORNETS,79,False
2008-11-06 01:00:00+00:00,BOSTON CELTICS,96,OKLAHOMA CITY THUNDER,83,False
2008-11-06 02:00:00+00:00,PORTLAND TRAIL BLAZERS,96,UTAH JAZZ,103,True
2008-11-06 03:00:00+00:00,MEMPHIS GRIZZLIES,95,SACRAMENTO KINGS,100,True
2008-11-06 03:30:00+00:00,DENVER NUGGETS,101,GOLDEN STATE WARRIORS,111,True
2008-11-06 03:30:00+00:00,LOS ANGELES CLIPPERS,88,LOS ANGELES LAKERS,106,True
2008-11-07 01:00:00+00:00,PHILADELPHIA 76ERS,88,ORLANDO MAGIC,98,True
2008-11-07 03:30:00+00:00,HOUSTON ROCKETS,99,PORTLAND TRAIL BLAZERS,101,True
2008-11-08 00:00:00+00:00,NEW ORLEANS HORNETS,89,CHARLOTTE BOBCATS,92,True
2008-11-08 00:00:00+00:00,NEW YORK KNICKS,114,WASHINGTON WIZARDS,108,False
2008-11-08 00:30:00+00:00,TORONTO RAPTORS,92,ATLANTA HAWKS,110,True
2008-11-08 00:30:00+00:00,MILWAUKEE BUCKS,89,BOSTON CELTICS,101,True
2008-11-08 00:30:00+00:00,INDIANA PACERS,107,CLEVELAND CAVALIERS,111,True
2008-11-08 00:30:00+00:00,DETROIT PISTONS,96,NEW JERSEY NETS,103,True
2008-11-08 01:00:00+00:00,MIAMI HEAT,99,SAN ANTONIO SPURS,83,False
2008-11-08 01:30:00+00:00,PHOENIX SUNS,83,CHICAGO BULLS,100,True
2008-11-08 02:00:00+00:00,OKLAHOMA CITY THUNDER,97,UTAH JAZZ,104,True
2008-11-08 03:00:00+00:00,MINNESOTA TIMBERWOLVES,109,SACRAMENTO KINGS,121,True
2008-11-08 03:30:00+00:00,DALLAS MAVERICKS,105,DENVER NUGGETS,108,True
2008-11-08 03:30:00+00:00,MEMPHIS GRIZZLIES,109,GOLDEN STATE WARRIORS,104,False
2008-11-08 03:30:00+00:00,HOUSTON ROCKETS,92,LOS ANGELES CLIPPERS,83,False
2008-11-09 00:00:00+00:00,NEW JERSEY NETS,80,INDIANA PACERS,98,True
2008-11-09 00:00:00+00:00,WASHINGTON WIZARDS,81,ORLANDO MAGIC,106,True
2008-11-09 01:00:00+00:00,MIAMI HEAT,89,NEW ORLEANS HORNETS,100,True
2008-11-09 01:30:00+00:00,CLEVELAND CAVALIERS,106,CHICAGO BULLS,97,False
2008-11-09 01:30:00+00:00,PHOENIX SUNS,104,MILWAUKEE BUCKS,96,False
2008-11-09 03:00:00+00:00,MINNESOTA TIMBERWOLVES,93,PORTLAND TRAIL BLAZERS,97,True
2008-11-09 18:00:00+00:00,TORONTO RAPTORS,89,CHARLOTTE BOBCATS,79,False
2008-11-09 20:00:00+00:00,UTAH JAZZ,99,NEW YORK KNICKS,107,True
2008-11-09 20:30:00+00:00,DALLAS MAVERICKS,92,LOS ANGELES CLIPPERS,103,True
2008-11-09 23:00:00+00:00,BOSTON CELTICS,88,DETROIT PISTONS,76,False
2008-11-10 00:00:00+00:00,ATLANTA HAWKS,89,OKLAHOMA CITY THUNDER,85,False
2008-11-10 01:00:00+00:00,MEMPHIS GRIZZLIES,90,DENVER NUGGETS,100,True
2008-11-10 02:00:00+00:00,GOLDEN STATE WARRIORS,98,SACRAMENTO KINGS,115,True
2008-11-10 02:30:00+00:00,HOUSTON ROCKETS,82,LOS ANGELES LAKERS,111,True
2008-11-11 00:00:00+00:00,OKLAHOMA CITY THUNDER,99,INDIANA PACERS,107,True
2008-11-11 00:00:00+00:00,PORTLAND TRAIL BLAZERS,106,ORLANDO MAGIC,99,False
2008-11-11 00:30:00+00:00,TORONTO RAPTORS,87,BOSTON CELTICS,94,True
2008-11-11 00:30:00+00:00,NEW JERSEY NETS,94,MIAMI HEAT,99,True
2008-11-11 02:00:00+00:00,MEMPHIS GRIZZLIES,102,PHOENIX SUNS,107,True
2008-11-12 00:00:00+00:00,DENVER NUGGETS,88,CHARLOTTE BOBCATS,80,False
2008-11-12 00:00:00+00:00,MILWAUKEE BUCKS,93,CLEVELAND CAVALIERS,99,True
2008-11-12 00:00:00+00:00,UTAH JAZZ,93,PHILADELPHIA 76ERS,80,False
2008-11-12 01:30:00+00:00,ATLANTA HAWKS,113,CHICAGO BULLS,108,False
2008-11-12 01:30:00+00:00,LOS ANGELES LAKERS,106,DALLAS MAVERICKS,99,False
2008-11-12 01:30:00+00:00,NEW YORK KNICKS,80,SAN ANTONIO SPURS,92,True
2008-11-12 03:00:00+00:00,DETROIT PISTONS,100,SACRAMENTO KINGS,92,False
2008-11-12 03:30:00+00:00,MINNESOTA TIMBERWOLVES,110,GOLDEN STATE WARRIORS,113,True
2008-11-13 00:00:00+00:00,PHILADELPHIA 76ERS,106,TORONTO RAPTORS,96,False
2008-11-13 00:30:00+00:00,ATLANTA HAWKS,102,BOSTON CELTICS,103,True
2008-11-13 00:30:00+00:00,INDIANA PACERS,98,NEW JERSEY NETS,87,False
2008-11-13 01:00:00+00:00,NEW YORK KNICKS,132,MEMPHIS GRIZZLIES,103,False
2008-11-13 01:00:00+00:00,PORTLAND TRAIL BLAZERS,104,MIAMI HEAT,96,False
2008-11-13 01:00:00+00:00,SAN ANTONIO SPURS,78,MILWAUKEE BUCKS,82,True
2008-11-13 01:00:00+00:00,LOS ANGELES LAKERS,93,NEW ORLEANS HORNETS,86,False
2008-11-13 01:00:00+00:00,ORLANDO MAGIC,109,OKLAHOMA CITY THUNDER,92,False
2008-11-13 01:00:00+00:00,UTAH JAZZ,87,WASHINGTON WIZARDS,95,True
2008-11-13 03:30:00+00:00,SACRAMENTO KINGS,103,LOS ANGELES CLIPPERS,98,False
2008-11-13 03:30:00+00:00,HOUSTON ROCKETS,94,PHOENIX SUNS,82,False
2008-11-14 01:00:00+00:00,DENVER NUGGETS,99,CLEVELAND CAVALIERS,110,True
2008-11-14 01:30:00+00:00,DALLAS MAVERICKS,91,CHICAGO BULLS,98,True
2008-11-14 03:30:00+00:00,DETROIT PISTONS,107,GOLDEN STATE WARRIORS,102,False
2008-11-15 00:00:00+00:00,UTAH JAZZ,96,CHARLOTTE BOBCATS,104,True
2008-11-15 00:00:00+00:00,PHILADELPHIA 76ERS,94,INDIANA PACERS,92,False
2008-11-15 00:30:00+00:00,WASHINGTON WIZARDS,77,MIAMI HEAT,97,True
2008-11-15 00:30:00+00:00,ATLANTA HAWKS,108,NEW JERSEY NETS,115,True
2008-11-15 00:30:00+00:00,OKLAHOMA CITY THUNDER,106,NEW YORK KNICKS,116,True
2008-11-15 01:00:00+00:00,DENVER NUGGETS,94,BOSTON CELTICS,85,False
2008-11-15 01:00:00+00:00,MILWAUKEE BUCKS,101,MEMPHIS GRIZZLIES,96,False
2008-11-15 01:00:00+00:00,PORTLAND TRAIL BLAZERS,82,NEW ORLEANS HORNETS,87,True
2008-11-15 01:30:00+00:00,ORLANDO MAGIC,102,DALLAS MAVERICKS,100,False
2008-11-15 01:30:00+00:00,HOUSTON ROCKETS,75,SAN ANTONIO SPURS,77,True
2008-11-15 03:00:00+00:00,PHOENIX SUNS,97,SACRAMENTO KINGS,95,False
2008-11-15 03:30:00+00:00,DETROIT PISTONS,106,LOS ANGELES LAKERS,95,False
2008-11-15 20:30:00+00:00,GOLDEN STATE WARRIORS,121,LOS ANGELES CLIPPERS,103,False
2008-11-16 00:00:00+00:00,NEW JERSEY NETS,119,ATLANTA HAWKS,107,False
2008-11-16 00:00:00+00:00,OKLAHOMA CITY THUNDER,85,PHILADELPHIA 76ERS,110,True
2008-11-16 00:30:00+00:00,UTAH JAZZ,93,CLEVELAND CAVALIERS,105,True
2008-11-16 01:00:00+00:00,PORTLAND TRAIL BLAZERS,88,MINNESOTA TIMBERWOLVES,83,False
2008-11-16 01:30:00+00:00,INDIANA PACERS,91,CHICAGO BULLS,104,True
2008-11-16 01:30:00+00:00,NEW ORLEANS HORNETS,82,HOUSTON ROCKETS,91,True
2008-11-16 01:30:00+00:00,BOSTON CELTICS,102,MILWAUKEE BUCKS,97,False
2008-11-16 18:00:00+00:00,MIAMI HEAT,96,TORONTO RAPTORS,107,True
2008-11-16 22:30:00+00:00,ORLANDO MAGIC,90,CHARLOTTE BOBCATS,85,False
2008-11-16 23:00:00+00:00,DALLAS MAVERICKS,124,NEW YORK KNICKS,114,False
2008-11-17 01:00:00+00:00,MINNESOTA TIMBERWOLVES,84,DENVER NUGGETS,90,True
2008-11-17 01:00:00+00:00,DETROIT PISTONS,86,PHOENIX SUNS,104,True
2008-11-17 02:00:00+00:00,SAN ANTONIO SPURS,90,SACRAMENTO KINGS,88,False
2008-11-18 01:00:00+00:00,HOUSTON ROCKETS,100,OKLAHOMA CITY THUNDER,89,False
2008-11-18 02:00:00+00:00,PHOENIX SUNS,97,UTAH JAZZ,109,True
2008-11-18 03:30:00+00:00,SAN ANTONIO SPURS,86,LOS ANGELES CLIPPERS,83,False
2008-11-19 00:00:00+00:00,DALLAS MAVERICKS,100,CHARLOTTE BOBCATS,83,False
2008-11-19 00:00:00+00:00,ATLANTA HAWKS,96,INDIANA PACERS,113,True
2008-11-19 00:00:00+00:00,TORONTO RAPTORS,90,ORLANDO MAGIC,103,True
2008-11-19 00:00:00+00:00,MIAMI HEAT,94,WASHINGTON WIZARDS,87,False
2008-11-19 00:30:00+00:00,NEW YORK KNICKS,101,BOSTON CELTICS,110,True
2008-11-19 00:30:00+00:00,CLEVELAND CAVALIERS,106,NEW JERSEY NETS,82,False
2008-11-19 01:00:00+00:00,SACRAMENTO KINGS,94,MEMPHIS GRIZZLIES,109,True
2008-11-19 02:00:00+00:00,MILWAUKEE BUCKS,105,DENVER NUGGETS,114,True
2008-11-19 03:30:00+00:00,PORTLAND TRAIL BLAZERS,106,GOLDEN STATE WARRIORS,111,True
2008-11-19 03:30:00+00:00,CHICAGO BULLS,109,LOS ANGELES LAKERS,116,True
2008-11-20 00:00:00+00:00,WASHINGTON WIZARDS,87,ATLANTA HAWKS,91,True
2008-11-20 00:30:00+00:00,CLEVELAND CAVALIERS,89,DETROIT PISTONS,96,True
2008-11-20 00:30:00+00:00,TORONTO RAPTORS,101,MIAMI HEAT,95,False
2008-11-20 01:00:00+00:00,DALLAS MAVERICKS,96,HOUSTON ROCKETS,86,False
2008-11-20 01:00:00+00:00,PHILADELPHIA 76ERS,96,MINNESOTA TIMBERWOLVES,102,True
2008-11-20 01:00:00+00:00,SACRAMENTO KINGS,105,NEW ORLEANS HORNETS,96,False
2008-11-20 01:00:00+00:00,LOS ANGELES CLIPPERS,108,OKLAHOMA CITY THUNDER,88,False
2008-11-20 01:30:00+00:00,DENVER NUGGETS,91,SAN ANTONIO SPURS,81,False
2008-11-20 02:00:00+00:00,MILWAUKEE BUCKS,94,UTAH JAZZ,105,True
2008-11-20 03:30:00+00:00,CHICAGO BULLS,74,PORTLAND TRAIL BLAZERS,116,True
2008-11-21 01:00:00+00:00,DETROIT PISTONS,80,BOSTON CELTICS,98,True
2008-11-21 03:30:00+00:00,LOS ANGELES LAKERS,105,PHOENIX SUNS,92,False
2008-11-22 00:00:00+00:00,ORLANDO MAGIC,100,INDIANA PACERS,98,False
2008-11-22 00:00:00+00:00,LOS ANGELES CLIPPERS,88,PHILADELPHIA 76ERS,89,True
2008-11-22 00:00:00+00:00,NEW JERSEY NETS,129,TORONTO RAPTORS,127,False
2008-11-22 00:00:00+00:00,HOUSTON ROCKETS,103,WASHINGTON WIZARDS,91,False
2008-11-22 00:30:00+00:00,CHARLOTTE BOBCATS,83,ATLANTA HAWKS,88,True
2008-11-22 01:00:00+00:00,BOSTON CELTICS,95,MINNESOTA TIMBERWOLVES,78,False
2008-11-22 01:30:00+00:00,MEMPHIS GRIZZLIES,76,DALLAS MAVERICKS,91,True
2008-11-22 01:30:00+00:00,NEW YORK KNICKS,87,MILWAUKEE BUCKS,104,True
2008-11-22 01:30:00+00:00,UTAH JAZZ,94,SAN ANTONIO SPURS,119,True
2008-11-22 02:30:00+00:00,NEW ORLEANS HORNETS,105,OKLAHOMA CITY THUNDER,80,False
2008-11-22 03:00:00+00:00,PORTLAND TRAIL BLAZERS,117,SACRAMENTO KINGS,96,False
2008-11-22 03:30:00+00:00,CHICAGO BULLS,115,GOLDEN STATE WARRIORS,110,False
2008-11-22 03:30:00+00:00,DENVER NUGGETS,90,LOS ANGELES LAKERS,104,True
2008-11-23 00:00:00+00:00,MILWAUKEE BUCKS,79,CHARLOTTE BOBCATS,74,False
2008-11-23 00:00:00+00:00,HOUSTON ROCKETS,100,ORLANDO MAGIC,95,False
2008-11-23 00:30:00+00:00,ATLANTA HAWKS,96,CLEVELAND CAVALIERS,110,True
2008-11-23 00:30:00+00:00,INDIANA PACERS,100,MIAMI HEAT,109,True
2008-11-23 00:30:00+00:00,LOS ANGELES CLIPPERS,95,NEW JERSEY NETS,112,True
2008-11-23 00:30:00+00:00,WASHINGTON WIZARDS,117,NEW YORK KNICKS,122,True
2008-11-23 01:00:00+00:00,UTAH JAZZ,103,MEMPHIS GRIZZLIES,94,False
2008-11-23 01:00:00+00:00,OKLAHOMA CITY THUNDER,97,NEW ORLEANS HORNETS,109,True
2008-11-23 02:00:00+00:00,PORTLAND TRAIL BLAZERS,92,PHOENIX SUNS,102,True
2008-11-23 17:30:00+00:00,BOSTON CELTICS,118,TORONTO RAPTORS,103,False
2008-11-23 22:00:00+00:00,GOLDEN STATE WARRIORS,81,PHILADELPHIA 76ERS,89,True
2008-11-23 23:00:00+00:00,MINNESOTA TIMBERWOLVES,106,DETROIT PISTONS,80,False
2008-11-24 02:00:00+00:00,CHICAGO BULLS,101,DENVER NUGGETS,114,True
2008-11-24 02:30:00+00:00,SACRAMENTO KINGS,108,LOS ANGELES LAKERS,118,True
2008-11-25 00:00:00+00:00,PHILADELPHIA 76ERS,84,CHARLOTTE BOBCATS,93,True
2008-11-25 00:00:00+00:00,MILWAUKEE BUCKS,101,ORLANDO MAGIC,108,True
2008-11-25 00:30:00+00:00,HOUSTON ROCKETS,107,MIAMI HEAT,98,False
2008-11-25 01:00:00+00:00,SAN ANTONIO SPURS,94,MEMPHIS GRIZZLIES,81,False
2008-11-25 02:00:00+00:00,CHICAGO BULLS,101,UTAH JAZZ,100,False
2008-11-25 03:00:00+00:00,SACRAMENTO KINGS,90,PORTLAND TRAIL BLAZERS,91,True
2008-11-25 03:30:00+00:00,NEW ORLEANS HORNETS,99,LOS ANGELES CLIPPERS,87,False
2008-11-26 00:00:00+00:00,GOLDEN STATE WARRIORS,100,WASHINGTON WIZARDS,124,True
2008-11-26 00:30:00+00:00,CLEVELAND CAVALIERS,119,NEW YORK KNICKS,101,False
2008-11-26 01:00:00+00:00,PHOENIX SUNS,99,OKLAHOMA CITY THUNDER,98,False
2008-11-26 01:30:00+00:00,INDIANA PACERS,106,DALLAS MAVERICKS,109,True
2008-11-26 03:30:00+00:00,NEW JERSEY NETS,93,LOS ANGELES LAKERS,120,True
2008-11-27 00:00:00+00:00,MILWAUKEE BUCKS,96,ATLANTA HAWKS,102,True
2008-11-27 00:00:00+00:00,OKLAHOMA CITY THUNDER,82,CLEVELAND CAVALIERS,117,True
2008-11-27 00:00:00+00:00,CHARLOTTE BOBCATS,86,TORONTO RAPTORS,93,True
2008-11-27 00:30:00+00:00,GOLDEN STATE WARRIORS,111,BOSTON CELTICS,119,True
2008-11-27 00:30:00+00:00,ORLANDO MAGIC,96,PHILADELPHIA 76ERS,94,False
2008-11-27 01:00:00+00:00,NEW YORK KNICKS,96,DETROIT PISTONS,110,True
2008-11-27 01:00:00+00:00,PHOENIX SUNS,110,MINNESOTA TIMBERWOLVES,102,False
2008-11-27 01:30:00+00:00,INDIANA PACERS,91,HOUSTON ROCKETS,90,False
2008-11-27 01:30:00+00:00,CHICAGO BULLS,88,SAN ANTONIO SPURS,98,True
2008-11-27 02:00:00+00:00,MEMPHIS GRIZZLIES,100,UTAH JAZZ,117,True
2008-11-27 03:00:00+00:00,MIAMI HEAT,68,PORTLAND TRAIL BLAZERS,106,True
2008-11-27 03:00:00+00:00,NEW JERSEY NETS,116,SACRAMENTO KINGS,114,False
2008-11-27 03:30:00+00:00,DENVER NUGGETS,106,LOS ANGELES CLIPPERS,105,False
2008-11-28 01:00:00+00:00,ORLANDO MAGIC,105,WASHINGTON WIZARDS,90,False
2008-11-28 03:30:00+00:00,NEW ORLEANS HORNETS,105,DENVER NUGGETS,101,False
2008-11-29 00:00:00+00:00,ATLANTA HAWKS,88,TORONTO RAPTORS,93,True
2008-11-29 00:30:00+00:00,PHILADELPHIA 76ERS,78,BOSTON CELTICS,102,True
2008-11-29 00:30:00+00:00,GOLDEN STATE WARRIORS,97,CLEVELAND CAVALIERS,112,True
2008-11-29 01:00:00+00:00,MILWAUKEE BUCKS,97,DETROIT PISTONS,107,True
2008-11-29 01:00:00+00:00,CHARLOTTE BOBCATS,115,INDIANA PACERS,108,False
2008-11-29 01:00:00+00:00,MINNESOTA TIMBERWOLVES,105,OKLAHOMA CITY THUNDER,103,False
2008-11-29 01:00:00+00:00,MIAMI HEAT,107,PHOENIX SUNS,92,False
2008-11-29 01:30:00+00:00,MEMPHIS GRIZZLIES,98,SAN ANTONIO SPURS,109,True
2008-11-29 02:00:00+00:00,SACRAMENTO KINGS,94,UTAH JAZZ,120,True
2008-11-29 03:00:00+00:00,NEW ORLEANS HORNETS,86,PORTLAND TRAIL BLAZERS,101,True
2008-11-29 03:30:00+00:00,DALLAS MAVERICKS,107,LOS ANGELES LAKERS,114,True
2008-11-30 00:00:00+00:00,BOSTON CELTICS,89,CHARLOTTE BOBCATS,84,False
2008-11-30 00:00:00+00:00,INDIANA PACERS,96,ORLANDO MAGIC,110,True
2008-11-30 00:00:00+00:00,ATLANTA HAWKS,102,WASHINGTON WIZARDS,98,False
2008-11-30 00:30:00+00:00,GOLDEN STATE WARRIORS,125,NEW YORK KNICKS,138,True
2008-11-30 01:00:00+00:00,OKLAHOMA CITY THUNDER,111,MEMPHIS GRIZZLIES,103,False
2008-11-30 01:00:00+00:00,DENVER NUGGETS,106,MINNESOTA TIMBERWOLVES,97,False
2008-11-30 01:30:00+00:00,SAN ANTONIO SPURS,84,HOUSTON ROCKETS,103,True
2008-11-30 02:00:00+00:00,CLEVELAND CAVALIERS,97,MILWAUKEE BUCKS,85,False
2008-11-30 02:00:00+00:00,NEW JERSEY NETS,105,UTAH JAZZ,88,False
2008-11-30 03:00:00+00:00,DALLAS MAVERICKS,101,SACRAMENTO KINGS,78,False
2008-11-30 03:30:00+00:00,MIAMI HEAT,96,LOS ANGELES CLIPPERS,97,True
2008-11-30 20:00:00+00:00,PORTLAND TRAIL BLAZERS,96,DETROIT PISTONS,85,False
2008-11-30 22:00:00+00:00,CHICAGO BULLS,103,PHILADELPHIA 76ERS,92,False
2008-12-01 01:00:00+00:00,HOUSTON ROCKETS,94,DENVER NUGGETS,104,True
2008-12-01 01:00:00+00:00,NEW JERSEY NETS,117,PHOENIX SUNS,109,False
2008-12-01 02:30:00+00:00,TORONTO RAPTORS,99,LOS ANGELES LAKERS,112,True
2008-12-02 00:00:00+00:00,MINNESOTA TIMBERWOLVES,90,CHARLOTTE BOBCATS,100,True
2008-12-02 00:30:00+00:00,ORLANDO MAGIC,88,BOSTON CELTICS,107,True
2008-12-02 03:30:00+00:00,MIAMI HEAT,130,GOLDEN STATE WARRIORS,129,False
2008-12-03 00:00:00+00:00,LOS ANGELES LAKERS,117,INDIANA PACERS,118,True
2008-12-03 00:30:00+00:00,WASHINGTON WIZARDS,108,NEW JERSEY NETS,88,False
2008-12-03 00:30:00+00:00,PORTLAND TRAIL BLAZERS,104,NEW YORK KNICKS,97,False
2008-12-03 01:30:00+00:00,PHILADELPHIA 76ERS,103,CHICAGO BULLS,95,False
2008-12-03 01:30:00+00:00,LOS ANGELES CLIPPERS,98,DALLAS MAVERICKS,100,True
2008-12-03 01:30:00+00:00,DETROIT PISTONS,89,SAN ANTONIO SPURS,77,False
2008-12-03 02:00:00+00:00,TORONTO RAPTORS,93,DENVER NUGGETS,132,True
2008-12-03 03:00:00+00:00,UTAH JAZZ,99,SACRAMENTO KINGS,94,False
2008-12-04 00:00:00+00:00,MEMPHIS GRIZZLIES,95,ATLANTA HAWKS,105,True
2008-12-04 00:00:00+00:00,OKLAHOMA CITY THUNDER,97,CHARLOTTE BOBCATS,103,True
2008-12-04 00:00:00+00:00,NEW YORK KNICKS,82,CLEVELAND CAVALIERS,118,True
2008-12-04 00:00:00+00:00,MINNESOTA TIMBERWOLVES,89,ORLANDO MAGIC,100,True
2008-12-04 00:00:00+00:00,LOS ANGELES LAKERS,114,PHILADELPHIA 76ERS,102,False
2008-12-04 00:00:00+00:00,PORTLAND TRAIL BLAZERS,98,WASHINGTON WIZARDS,92,False
2008-12-04 00:30:00+00:00,INDIANA PACERS,96,BOSTON CELTICS,114,True
2008-12-04 01:00:00+00:00,CHICAGO BULLS,90,MILWAUKEE BUCKS,97,True
2008-12-04 01:00:00+00:00,PHOENIX SUNS,91,NEW ORLEANS HORNETS,104,True
2008-12-04 01:30:00+00:00,LOS ANGELES CLIPPERS,96,HOUSTON ROCKETS,103,True
2008-12-04 02:00:00+00:00,MIAMI HEAT,93,UTAH JAZZ,89,False
2008-12-05 01:00:00+00:00,PHOENIX SUNS,97,DALLAS MAVERICKS,112,True
2008-12-05 03:30:00+00:00,SAN ANTONIO SPURS,108,DENVER NUGGETS,91,False
2008-12-06 00:00:00+00:00,OKLAHOMA CITY THUNDER,89,ORLANDO MAGIC,98,True
2008-12-06 00:00:00+00:00,LOS ANGELES LAKERS,106,WASHINGTON WIZARDS,104,False
2008-12-06 00:30:00+00:00,NEW YORK KNICKS,95,ATLANTA HAWKS,98,True
2008-12-06 00:30:00+00:00,INDIANA PACERS,73,CLEVELAND CAVALIERS,97,True
2008-12-06 00:30:00+00:00,MINNESOTA TIMBERWOLVES,84,NEW JERSEY NETS,113,True
