start_time,away_team,away_team_score,home_team,home_team_score,home_team_win?
2011-12-31 01:00:00+00:00,PHOENIX SUNS,93,NEW ORLEANS HORNETS,78,False
2011-12-31 01:00:00+00:00,HOUSTON ROCKETS,93,MEMPHIS GRIZZLIES,113,True
2011-12-31 01:00:00+00:00,MIAMI HEAT,103,MINNESOTA TIMBERWOLVES,101,False
2011-12-31 01:30:00+00:00,TORONTO RAPTORS,86,DALLAS MAVERICKS,99,True
2011-12-31 01:30:00+00:00,WASHINGTON WIZARDS,81,MILWAUKEE BUCKS,102,True
2011-12-31 02:00:00+00:00,PHILADELPHIA 76ERS,99,UTAH JAZZ,102,True
2011-12-31 03:30:00+00:00,CHICAGO BULLS,114,LOS ANGELES CLIPPERS,101,False
2011-12-31 20:30:00+00:00,DENVER NUGGETS,89,LOS ANGELES LAKERS,92,True
2011-12-31 23:00:00+00:00,INDIANA PACERS,88,DETROIT PISTONS,96,True
2012-01-01 00:00:00+00:00,ATLANTA HAWKS,84,HOUSTON ROCKETS,95,True
2012-01-01 01:00:00+00:00,PHOENIX SUNS,97,OKLAHOMA CITY THUNDER,107,True
2012-01-01 01:00:00+00:00,NEW YORK KNICKS,114,SACRAMENTO KINGS,92,False
2012-01-01 01:30:00+00:00,UTAH JAZZ,89,SAN ANTONIO SPURS,104,True
2012-01-01 02:00:00+00:00,PHILADELPHIA 76ERS,107,GOLDEN STATE WARRIORS,79,False
2012-01-01 23:00:00+00:00,NEW JERSEY NETS,82,CLEVELAND CAVALIERS,98,True
2012-01-01 23:00:00+00:00,CHARLOTTE BOBCATS,90,MIAMI HEAT,129,True
2012-01-01 23:00:00+00:00,TORONTO RAPTORS,96,ORLANDO MAGIC,102,True
2012-01-01 23:00:00+00:00,BOSTON CELTICS,94,WASHINGTON WIZARDS,86,False
2012-01-02 00:00:00+00:00,DALLAS MAVERICKS,82,MINNESOTA TIMBERWOLVES,99,True
2012-01-02 01:00:00+00:00,MEMPHIS GRIZZLIES,64,CHICAGO BULLS,104,True
2012-01-02 01:00:00+00:00,LOS ANGELES LAKERS,90,DENVER NUGGETS,99,True
2012-01-02 02:00:00+00:00,NEW ORLEANS HORNETS,80,SACRAMENTO KINGS,96,True
2012-01-02 02:30:00+00:00,PORTLAND TRAIL BLAZERS,88,LOS ANGELES CLIPPERS,93,True
2012-01-02 20:30:00+00:00,GOLDEN STATE WARRIORS,91,PHOENIX SUNS,102,True
2012-01-03 00:30:00+00:00,WASHINGTON WIZARDS,92,BOSTON CELTICS,100,True
2012-01-03 00:30:00+00:00,ORLANDO MAGIC,78,DETROIT PISTONS,89,True
2012-01-03 00:30:00+00:00,ATLANTA HAWKS,100,MIAMI HEAT,92,False
2012-01-03 00:30:00+00:00,INDIANA PACERS,108,NEW JERSEY NETS,94,False
2012-01-03 00:30:00+00:00,TORONTO RAPTORS,90,NEW YORK KNICKS,85,False
2012-01-03 01:00:00+00:00,SAN ANTONIO SPURS,96,MINNESOTA TIMBERWOLVES,106,True
2012-01-03 01:30:00+00:00,OKLAHOMA CITY THUNDER,87,DALLAS MAVERICKS,100,True
2012-01-03 02:00:00+00:00,MILWAUKEE BUCKS,86,DENVER NUGGETS,91,True
2012-01-03 02:00:00+00:00,NEW ORLEANS HORNETS,90,UTAH JAZZ,94,True
2012-01-04 00:00:00+00:00,CHARLOTTE BOBCATS,101,CLEVELAND CAVALIERS,115,True
2012-01-04 01:00:00+00:00,ATLANTA HAWKS,74,CHICAGO BULLS,76,True
2012-01-04 01:00:00+00:00,SACRAMENTO KINGS,96,MEMPHIS GRIZZLIES,113,True
2012-01-04 01:00:00+00:00,PORTLAND TRAIL BLAZERS,103,OKLAHOMA CITY THUNDER,93,False
2012-01-04 02:00:00+00:00,MILWAUKEE BUCKS,73,UTAH JAZZ,85,True
2012-01-04 03:30:00+00:00,HOUSTON ROCKETS,99,LOS ANGELES LAKERS,108,True
2012-01-05 00:00:00+00:00,WASHINGTON WIZARDS,85,ORLANDO MAGIC,103,True
2012-01-05 00:00:00+00:00,CLEVELAND CAVALIERS,77,TORONTO RAPTORS,92,True
2012-01-05 00:30:00+00:00,NEW JERSEY NETS,70,BOSTON CELTICS,89,True
2012-01-05 00:30:00+00:00,CHICAGO BULLS,99,DETROIT PISTONS,83,False
2012-01-05 00:30:00+00:00,INDIANA PACERS,83,MIAMI HEAT,118,True
2012-01-05 00:30:00+00:00,CHARLOTTE BOBCATS,118,NEW YORK KNICKS,110,False
2012-01-05 01:00:00+00:00,MEMPHIS GRIZZLIES,90,MINNESOTA TIMBERWOLVES,86,False
2012-01-05 01:00:00+00:00,PHILADELPHIA 76ERS,101,NEW ORLEANS HORNETS,93,False
2012-01-05 01:30:00+00:00,PHOENIX SUNS,89,DALLAS MAVERICKS,98,True
2012-01-05 01:30:00+00:00,GOLDEN STATE WARRIORS,95,SAN ANTONIO SPURS,101,True
2012-01-05 02:00:00+00:00,SACRAMENTO KINGS,83,DENVER NUGGETS,110,True
2012-01-05 03:30:00+00:00,HOUSTON ROCKETS,89,LOS ANGELES CLIPPERS,117,True
2012-01-06 01:00:00+00:00,MIAMI HEAT,116,ATLANTA HAWKS,109,False
2012-01-06 01:30:00+00:00,DALLAS MAVERICKS,71,SAN ANTONIO SPURS,93,True
2012-01-06 03:00:00+00:00,MILWAUKEE BUCKS,100,SACRAMENTO KINGS,103,True
2012-01-06 03:30:00+00:00,LOS ANGELES LAKERS,96,PORTLAND TRAIL BLAZERS,107,True
2012-01-07 00:00:00+00:00,ATLANTA HAWKS,102,CHARLOTTE BOBCATS,96,False
2012-01-07 00:00:00+00:00,DETROIT PISTONS,73,PHILADELPHIA 76ERS,96,True
2012-01-07 00:00:00+00:00,NEW JERSEY NETS,97,TORONTO RAPTORS,85,False
2012-01-07 00:00:00+00:00,NEW YORK KNICKS,99,WASHINGTON WIZARDS,96,False
2012-01-07 00:30:00+00:00,INDIANA PACERS,87,BOSTON CELTICS,74,False
2012-01-07 01:00:00+00:00,CLEVELAND CAVALIERS,98,MINNESOTA TIMBERWOLVES,87,False
2012-01-07 01:00:00+00:00,DENVER NUGGETS,96,NEW ORLEANS HORNETS,88,False
2012-01-07 01:00:00+00:00,HOUSTON ROCKETS,94,OKLAHOMA CITY THUNDER,109,True
2012-01-07 01:00:00+00:00,CHICAGO BULLS,97,ORLANDO MAGIC,83,False
2012-01-07 02:00:00+00:00,MEMPHIS GRIZZLIES,85,UTAH JAZZ,94,True
2012-01-07 03:30:00+00:00,GOLDEN STATE WARRIORS,90,LOS ANGELES LAKERS,97,True
2012-01-07 03:30:00+00:00,PORTLAND TRAIL BLAZERS,77,PHOENIX SUNS,102,True
2012-01-08 00:00:00+00:00,CHICAGO BULLS,94,ATLANTA HAWKS,109,True
2012-01-08 00:00:00+00:00,CHARLOTTE BOBCATS,77,INDIANA PACERS,99,True
2012-01-08 00:30:00+00:00,NEW YORK KNICKS,103,DETROIT PISTONS,80,False
2012-01-08 00:30:00+00:00,MIAMI HEAT,101,NEW JERSEY NETS,90,False
2012-01-08 01:00:00+00:00,OKLAHOMA CITY THUNDER,98,HOUSTON ROCKETS,95,False
2012-01-08 01:00:00+00:00,TORONTO RAPTORS,62,PHILADELPHIA 76ERS,97,True
2012-01-08 01:30:00+00:00,DENVER NUGGETS,117,SAN ANTONIO SPURS,121,True
2012-01-08 02:00:00+00:00,NEW ORLEANS HORNETS,81,DALLAS MAVERICKS,96,True
2012-01-08 03:30:00+00:00,UTAH JAZZ,88,GOLDEN STATE WARRIORS,87,False
2012-01-08 03:30:00+00:00,MILWAUKEE BUCKS,86,LOS ANGELES CLIPPERS,92,True
2012-01-08 18:00:00+00:00,MINNESOTA TIMBERWOLVES,93,WASHINGTON WIZARDS,72,False
2012-01-08 23:00:00+00:00,ORLANDO MAGIC,104,SACRAMENTO KINGS,97,False
2012-01-09 00:00:00+00:00,SAN ANTONIO SPURS,96,OKLAHOMA CITY THUNDER,108,True
2012-01-09 01:00:00+00:00,MILWAUKEE BUCKS,93,PHOENIX SUNS,109,True
2012-01-09 02:00:00+00:00,CLEVELAND CAVALIERS,78,PORTLAND TRAIL BLAZERS,98,True
2012-01-09 02:30:00+00:00,MEMPHIS GRIZZLIES,82,LOS ANGELES LAKERS,90,True
2012-01-10 00:00:00+00:00,INDIANA PACERS,86,PHILADELPHIA 76ERS,96,True
2012-01-10 00:00:00+00:00,MINNESOTA TIMBERWOLVES,87,TORONTO RAPTORS,97,True
2012-01-10 00:30:00+00:00,ATLANTA HAWKS,106,NEW JERSEY NETS,101,False
2012-01-10 00:30:00+00:00,CHARLOTTE BOBCATS,87,NEW YORK KNICKS,91,True
2012-01-10 01:00:00+00:00,DETROIT PISTONS,68,CHICAGO BULLS,92,True
2012-01-10 02:00:00+00:00,NEW ORLEANS HORNETS,94,DENVER NUGGETS,81,False
2012-01-11 00:00:00+00:00,HOUSTON ROCKETS,82,CHARLOTTE BOBCATS,70,False
2012-01-11 00:00:00+00:00,SACRAMENTO KINGS,85,PHILADELPHIA 76ERS,112,True
2012-01-11 00:00:00+00:00,TORONTO RAPTORS,78,WASHINGTON WIZARDS,93,True
2012-01-11 00:30:00+00:00,DALLAS MAVERICKS,100,DETROIT PISTONS,86,False
2012-01-11 01:00:00+00:00,OKLAHOMA CITY THUNDER,100,MEMPHIS GRIZZLIES,95,False
2012-01-11 01:00:00+00:00,SAN ANTONIO SPURS,103,MILWAUKEE BUCKS,106,True
2012-01-11 01:00:00+00:00,CHICAGO BULLS,111,MINNESOTA TIMBERWOLVES,100,False
2012-01-11 02:00:00+00:00,CLEVELAND CAVALIERS,105,UTAH JAZZ,113,True
2012-01-11 03:00:00+00:00,LOS ANGELES CLIPPERS,97,PORTLAND TRAIL BLAZERS,105,True
2012-01-11 03:30:00+00:00,MIAMI HEAT,106,GOLDEN STATE WARRIORS,111,True
2012-01-11 03:30:00+00:00,PHOENIX SUNS,83,LOS ANGELES LAKERS,99,True
2012-01-12 00:00:00+00:00,ATLANTA HAWKS,84,INDIANA PACERS,96,True
2012-01-12 00:00:00+00:00,SACRAMENTO KINGS,98,TORONTO RAPTORS,91,False
2012-01-12 00:30:00+00:00,PHILADELPHIA 76ERS,79,NEW YORK KNICKS,85,True
2012-01-12 01:00:00+00:00,DALLAS MAVERICKS,90,BOSTON CELTICS,85,False
2012-01-12 01:00:00+00:00,WASHINGTON WIZARDS,64,CHICAGO BULLS,78,True
2012-01-12 01:00:00+00:00,OKLAHOMA CITY THUNDER,95,NEW ORLEANS HORNETS,85,False
2012-01-12 01:30:00+00:00,HOUSTON ROCKETS,95,SAN ANTONIO SPURS,101,True
2012-01-12 02:00:00+00:00,NEW JERSEY NETS,115,DENVER NUGGETS,123,True
2012-01-12 02:00:00+00:00,LOS ANGELES LAKERS,90,UTAH JAZZ,87,False
2012-01-12 03:00:00+00:00,ORLANDO MAGIC,107,PORTLAND TRAIL BLAZERS,104,False
2012-01-12 03:30:00+00:00,MIAMI HEAT,89,LOS ANGELES CLIPPERS,95,True
2012-01-13 00:30:00+00:00,CHARLOTTE BOBCATS,81,ATLANTA HAWKS,111,True
2012-01-13 01:00:00+00:00,NEW YORK KNICKS,83,MEMPHIS GRIZZLIES,94,True
2012-01-13 01:00:00+00:00,DETROIT PISTONS,93,MILWAUKEE BUCKS,102,True
2012-01-13 02:00:00+00:00,CLEVELAND CAVALIERS,101,PHOENIX SUNS,90,False
2012-01-13 03:30:00+00:00,ORLANDO MAGIC,117,GOLDEN STATE WARRIORS,109,False
2012-01-14 00:00:00+00:00,DETROIT PISTONS,98,CHARLOTTE BOBCATS,81,False
2012-01-14 00:00:00+00:00,WASHINGTON WIZARDS,89,PHILADELPHIA 76ERS,120,True
2012-01-14 00:00:00+00:00,INDIANA PACERS,95,TORONTO RAPTORS,90,False
2012-01-14 01:00:00+00:00,CHICAGO BULLS,88,BOSTON CELTICS,79,False
2012-01-14 01:00:00+00:00,SACRAMENTO KINGS,89,HOUSTON ROCKETS,103,True
2012-01-14 01:00:00+00:00,MINNESOTA TIMBERWOLVES,87,NEW ORLEANS HORNETS,80,False
2012-01-14 01:30:00+00:00,MILWAUKEE BUCKS,76,DALLAS MAVERICKS,102,True
2012-01-14 01:30:00+00:00,PORTLAND TRAIL BLAZERS,83,SAN ANTONIO SPURS,99,True
2012-01-14 02:00:00+00:00,NEW JERSEY NETS,110,PHOENIX SUNS,103,False
2012-01-14 03:30:00+00:00,MIAMI HEAT,104,DENVER NUGGETS,117,True
2012-01-14 03:30:00+00:00,CLEVELAND CAVALIERS,92,LOS ANGELES LAKERS,97,True
2012-01-15 00:00:00+00:00,MINNESOTA TIMBERWOLVES,91,ATLANTA HAWKS,93,True
2012-01-15 00:00:00+00:00,GOLDEN STATE WARRIORS,100,CHARLOTTE BOBCATS,112,True
2012-01-15 00:00:00+00:00,BOSTON CELTICS,83,INDIANA PACERS,97,True
2012-01-15 00:00:00+00:00,PHILADELPHIA 76ERS,103,WASHINGTON WIZARDS,90,False
2012-01-15 01:00:00+00:00,TORONTO RAPTORS,64,CHICAGO BULLS,77,True
2012-01-15 01:00:00+00:00,PORTLAND TRAIL BLAZERS,105,HOUSTON ROCKETS,107,True
2012-01-15 01:00:00+00:00,NEW ORLEANS HORNETS,99,MEMPHIS GRIZZLIES,108,True
2012-01-15 01:00:00+00:00,NEW YORK KNICKS,92,OKLAHOMA CITY THUNDER,104,True
2012-01-15 02:00:00+00:00,SACRAMENTO KINGS,60,DALLAS MAVERICKS,99,True
2012-01-15 02:00:00+00:00,NEW JERSEY NETS,94,UTAH JAZZ,107,True
2012-01-15 03:30:00+00:00,LOS ANGELES LAKERS,94,LOS ANGELES CLIPPERS,102,True
2012-01-15 23:00:00+00:00,GOLDEN STATE WARRIORS,99,DETROIT PISTONS,91,False
2012-01-16 01:00:00+00:00,UTAH JAZZ,106,DENVER NUGGETS,96,False
2012-01-16 02:00:00+00:00,PHOENIX SUNS,91,SAN ANTONIO SPURS,102,True
2012-01-16 18:00:00+00:00,CHICAGO BULLS,86,MEMPHIS GRIZZLIES,102,True
2012-01-16 18:00:00+00:00,ORLANDO MAGIC,102,NEW YORK KNICKS,93,False
2012-01-16 19:00:00+00:00,CLEVELAND CAVALIERS,102,CHARLOTTE BOBCATS,94,False
2012-01-16 19:00:00+00:00,MILWAUKEE BUCKS,82,PHILADELPHIA 76ERS,94,True
2012-01-16 19:00:00+00:00,HOUSTON ROCKETS,114,WASHINGTON WIZARDS,106,False
2012-01-16 20:00:00+00:00,PORTLAND TRAIL BLAZERS,84,NEW ORLEANS HORNETS,77,False
2012-01-16 20:30:00+00:00,NEW JERSEY NETS,91,LOS ANGELES CLIPPERS,101,True
2012-01-16 21:00:00+00:00,TORONTO RAPTORS,84,ATLANTA HAWKS,93,True
2012-01-17 01:00:00+00:00,OKLAHOMA CITY THUNDER,97,BOSTON CELTICS,88,False
2012-01-17 01:00:00+00:00,SACRAMENTO KINGS,86,MINNESOTA TIMBERWOLVES,99,True
2012-01-17 03:30:00+00:00,DALLAS MAVERICKS,70,LOS ANGELES LAKERS,73,True
2012-01-18 00:00:00+00:00,GOLDEN STATE WARRIORS,105,CLEVELAND CAVALIERS,95,False
2012-01-18 00:00:00+00:00,CHARLOTTE BOBCATS,89,ORLANDO MAGIC,96,True
2012-01-18 00:30:00+00:00,SAN ANTONIO SPURS,98,MIAMI HEAT,120,True
2012-01-18 01:00:00+00:00,PHOENIX SUNS,97,CHICAGO BULLS,118,True
2012-01-18 01:00:00+00:00,DETROIT PISTONS,80,HOUSTON ROCKETS,97,True
2012-01-18 01:00:00+00:00,DENVER NUGGETS,105,MILWAUKEE BUCKS,95,False
2012-01-18 02:00:00+00:00,LOS ANGELES CLIPPERS,79,UTAH JAZZ,108,True
2012-01-19 00:00:00+00:00,SAN ANTONIO SPURS,85,ORLANDO MAGIC,83,False
2012-01-19 00:00:00+00:00,DENVER NUGGETS,108,PHILADELPHIA 76ERS,104,False
2012-01-19 00:00:00+00:00,OKLAHOMA CITY THUNDER,102,WASHINGTON WIZARDS,105,True
2012-01-19 00:30:00+00:00,TORONTO RAPTORS,73,BOSTON CELTICS,96,True
2012-01-19 00:30:00+00:00,GOLDEN STATE WARRIORS,100,NEW JERSEY NETS,107,True
2012-01-19 00:30:00+00:00,PHOENIX SUNS,91,NEW YORK KNICKS,88,False
2012-01-19 01:00:00+00:00,PORTLAND TRAIL BLAZERS,89,ATLANTA HAWKS,92,True
2012-01-19 01:00:00+00:00,DETROIT PISTONS,85,MINNESOTA TIMBERWOLVES,93,True
2012-01-19 01:00:00+00:00,MEMPHIS GRIZZLIES,93,NEW ORLEANS HORNETS,87,False
2012-01-19 03:00:00+00:00,INDIANA PACERS,88,SACRAMENTO KINGS,92,True
2012-01-19 03:30:00+00:00,DALLAS MAVERICKS,89,LOS ANGELES CLIPPERS,91,True
2012-01-20 01:00:00+00:00,NEW ORLEANS HORNETS,88,HOUSTON ROCKETS,90,True
2012-01-20 01:00:00+00:00,LOS ANGELES LAKERS,87,MIAMI HEAT,98,True
2012-01-20 03:30:00+00:00,DALLAS MAVERICKS,94,UTAH JAZZ,91,False
2012-01-21 00:00:00+00:00,ATLANTA HAWKS,76,PHILADELPHIA 76ERS,90,True
2012-01-21 00:00:00+00:00,PORTLAND TRAIL BLAZERS,94,TORONTO RAPTORS,84,False
2012-01-21 00:00:00+00:00,DENVER NUGGETS,108,WASHINGTON WIZARDS,104,False
2012-01-21 00:30:00+00:00,PHOENIX SUNS,79,BOSTON CELTICS,71,False
2012-01-21 00:30:00+00:00,CHICAGO BULLS,114,CLEVELAND CAVALIERS,75,False
2012-01-21 00:30:00+00:00,MEMPHIS GRIZZLIES,98,DETROIT PISTONS,81,False
2012-01-21 00:30:00+00:00,MILWAUKEE BUCKS,100,NEW YORK KNICKS,86,False
2012-01-21 01:00:00+00:00,LOS ANGELES LAKERS,80,ORLANDO MAGIC,92,True
2012-01-21 01:30:00+00:00,SACRAMENTO KINGS,88,SAN ANTONIO SPURS,86,False
2012-01-21 03:30:00+00:00,INDIANA PACERS,94,GOLDEN STATE WARRIORS,91,False
2012-01-21 03:30:00+00:00,MINNESOTA TIMBERWOLVES,101,LOS ANGELES CLIPPERS,98,False
2012-01-22 00:00:00+00:00,CLEVELAND CAVALIERS,94,ATLANTA HAWKS,121,True
2012-01-22 00:30:00+00:00,PORTLAND TRAIL BLAZERS,91,DETROIT PISTONS,94,True
2012-01-22 00:30:00+00:00,PHILADELPHIA 76ERS,92,MIAMI HEAT,113,True
2012-01-22 00:30:00+00:00,DENVER NUGGETS,119,NEW YORK KNICKS,114,False
2012-01-22 01:00:00+00:00,CHARLOTTE BOBCATS,89,CHICAGO BULLS,95,True
2012-01-22 01:00:00+00:00,SAN ANTONIO SPURS,102,HOUSTON ROCKETS,105,True
2012-01-22 01:00:00+00:00,SACRAMENTO KINGS,95,MEMPHIS GRIZZLIES,128,True
2012-01-22 01:00:00+00:00,OKLAHOMA CITY THUNDER,84,NEW JERSEY NETS,74,False
2012-01-22 01:00:00+00:00,DALLAS MAVERICKS,83,NEW ORLEANS HORNETS,81,False
2012-01-22 02:00:00+00:00,MINNESOTA TIMBERWOLVES,98,UTAH JAZZ,108,True
2012-01-22 18:00:00+00:00,BOSTON CELTICS,100,WASHINGTON WIZARDS,94,False
2012-01-22 20:30:00+00:00,TORONTO RAPTORS,91,LOS ANGELES CLIPPERS,103,True
2012-01-22 23:00:00+00:00,MILWAUKEE BUCKS,91,MIAMI HEAT,82,False
2012-01-22 23:00:00+00:00,CHARLOTTE BOBCATS,87,NEW JERSEY NETS,97,True
2012-01-23 02:30:00+00:00,INDIANA PACERS,98,LOS ANGELES LAKERS,96,False
2012-01-24 00:00:00+00:00,WASHINGTON WIZARDS,83,PHILADELPHIA 76ERS,103,True
2012-01-24 00:30:00+00:00,ORLANDO MAGIC,56,BOSTON CELTICS,87,True
2012-01-24 01:00:00+00:00,NEW JERSEY NETS,95,CHICAGO BULLS,110,True
2012-01-24 01:00:00+00:00,ATLANTA HAWKS,97,MILWAUKEE BUCKS,92,False
2012-01-24 01:00:00+00:00,HOUSTON ROCKETS,107,MINNESOTA TIMBERWOLVES,92,False
2012-01-24 01:00:00+00:00,SAN ANTONIO SPURS,104,NEW ORLEANS HORNETS,102,False
2012-01-24 01:00:00+00:00,DETROIT PISTONS,79,OKLAHOMA CITY THUNDER,99,True
2012-01-24 01:30:00+00:00,PHOENIX SUNS,87,DALLAS MAVERICKS,93,True
2012-01-24 03:00:00+00:00,SACRAMENTO KINGS,89,PORTLAND TRAIL BLAZERS,101,True
2012-01-24 03:30:00+00:00,MEMPHIS GRIZZLIES,91,GOLDEN STATE WARRIORS,90,False
2012-01-25 00:00:00+00:00,NEW YORK KNICKS,111,CHARLOTTE BOBCATS,78,False
2012-01-25 00:00:00+00:00,ORLANDO MAGIC,102,INDIANA PACERS,83,False
2012-01-25 00:30:00+00:00,CLEVELAND CAVALIERS,85,MIAMI HEAT,92,True
2012-01-25 02:00:00+00:00,TORONTO RAPTORS,99,PHOENIX SUNS,96,False
2012-01-25 03:00:00+00:00,MEMPHIS GRIZZLIES,84,PORTLAND TRAIL BLAZERS,97,True
2012-01-26 00:00:00+00:00,NEW YORK KNICKS,81,CLEVELAND CAVALIERS,91,True
2012-01-26 00:00:00+00:00,NEW JERSEY NETS,97,PHILADELPHIA 76ERS,90,False
2012-01-26 00:00:00+00:00,CHARLOTTE BOBCATS,75,WASHINGTON WIZARDS,92,True
2012-01-26 00:30:00+00:00,MIAMI HEAT,101,DETROIT PISTONS,98,False
2012-01-26 01:00:00+00:00,INDIANA PACERS,95,CHICAGO BULLS,90,False
2012-01-26 01:00:00+00:00,MILWAUKEE BUCKS,105,HOUSTON ROCKETS,99,False
2012-01-26 01:00:00+00:00,NEW ORLEANS HORNETS,91,OKLAHOMA CITY THUNDER,101,True
2012-01-26 01:30:00+00:00,MINNESOTA TIMBERWOLVES,105,DALLAS MAVERICKS,90,False
2012-01-26 01:30:00+00:00,ATLANTA HAWKS,83,SAN ANTONIO SPURS,105,True
2012-01-26 02:00:00+00:00,TORONTO RAPTORS,111,UTAH JAZZ,106,False
2012-01-26 03:00:00+00:00,DENVER NUGGETS,122,SACRAMENTO KINGS,93,False
2012-01-26 03:30:00+00:00,PORTLAND TRAIL BLAZERS,93,GOLDEN STATE WARRIORS,101,True
2012-01-26 03:30:00+00:00,LOS ANGELES CLIPPERS,91,LOS ANGELES LAKERS,96,True
2012-01-27 01:00:00+00:00,BOSTON CELTICS,91,ORLANDO MAGIC,83,False
2012-01-27 03:30:00+00:00,MEMPHIS GRIZZLIES,91,LOS ANGELES CLIPPERS,98,True
2012-01-28 00:00:00+00:00,CHARLOTTE BOBCATS,72,PHILADELPHIA 76ERS,89,True
2012-01-28 00:30:00+00:00,INDIANA PACERS,87,BOSTON CELTICS,94,True
2012-01-28 00:30:00+00:00,NEW JERSEY NETS,99,CLEVELAND CAVALIERS,96,False
2012-01-28 00:30:00+00:00,ATLANTA HAWKS,107,DETROIT PISTONS,101,False
2012-01-28 01:00:00+00:00,MILWAUKEE BUCKS,100,CHICAGO BULLS,107,True
2012-01-28 01:00:00+00:00,WASHINGTON WIZARDS,76,HOUSTON ROCKETS,103,True
2012-01-28 01:00:00+00:00,NEW YORK KNICKS,89,MIAMI HEAT,99,True
2012-01-28 01:00:00+00:00,SAN ANTONIO SPURS,79,MINNESOTA TIMBERWOLVES,87,True
2012-01-28 01:00:00+00:00,ORLANDO MAGIC,67,NEW ORLEANS HORNETS,93,True
