start_time,away_team,away_team_score,home_team,home_team_score,home_team_win?
2012-10-30 23:00:00+00:00,WASHINGTON WIZARDS,84,CLEVELAND CAVALIERS,94,True
2012-10-31 00:00:00+00:00,BOSTON CELTICS,107,MIAMI HEAT,120,True
2012-10-31 02:30:00+00:00,DALLAS MAVERICKS,99,LOS ANGELES LAKERS,91,False
2012-10-31 23:00:00+00:00,DENVER NUGGETS,75,PHILADELPHIA 76ERS,84,True
2012-10-31 23:00:00+00:00,INDIANA PACERS,90,TORONTO RAPTORS,88,False
2012-10-31 23:30:00+00:00,HOUSTON ROCKETS,105,DETROIT PISTONS,96,False
2012-11-01 00:00:00+00:00,SACRAMENTO KINGS,87,CHICAGO BULLS,93,True
2012-11-01 00:00:00+00:00,SAN ANTONIO SPURS,99,NEW ORLEANS HORNETS,95,False
2012-11-01 01:00:00+00:00,DALLAS MAVERICKS,94,UTAH JAZZ,113,True
2012-11-01 02:00:00+00:00,GOLDEN STATE WARRIORS,87,PHOENIX SUNS,85,False
2012-11-01 02:30:00+00:00,MEMPHIS GRIZZLIES,92,LOS ANGELES CLIPPERS,101,True
2012-11-01 02:30:00+00:00,LOS ANGELES LAKERS,106,PORTLAND TRAIL BLAZERS,116,True
2012-11-02 01:30:00+00:00,OKLAHOMA CITY THUNDER,84,SAN ANTONIO SPURS,86,True
2012-11-02 23:00:00+00:00,INDIANA PACERS,89,CHARLOTTE BOBCATS,90,True
2012-11-02 23:00:00+00:00,DENVER NUGGETS,89,ORLANDO MAGIC,102,True
2012-11-02 23:30:00+00:00,HOUSTON ROCKETS,109,ATLANTA HAWKS,102,False
2012-11-02 23:30:00+00:00,MILWAUKEE BUCKS,99,BOSTON CELTICS,88,False
2012-11-02 23:30:00+00:00,CHICAGO BULLS,115,CLEVELAND CAVALIERS,86,False
2012-11-03 00:00:00+00:00,SACRAMENTO KINGS,80,MINNESOTA TIMBERWOLVES,92,True
2012-11-03 00:00:00+00:00,UTAH JAZZ,86,NEW ORLEANS HORNETS,88,True
2012-11-03 00:00:00+00:00,MIAMI HEAT,84,NEW YORK KNICKS,104,True
2012-11-03 00:00:00+00:00,PORTLAND TRAIL BLAZERS,92,OKLAHOMA CITY THUNDER,106,True
2012-11-03 02:00:00+00:00,DETROIT PISTONS,89,PHOENIX SUNS,92,True
2012-11-03 02:30:00+00:00,MEMPHIS GRIZZLIES,104,GOLDEN STATE WARRIORS,94,False
2012-11-03 02:30:00+00:00,LOS ANGELES CLIPPERS,105,LOS ANGELES LAKERS,95,False
2012-11-03 23:00:00+00:00,SACRAMENTO KINGS,98,INDIANA PACERS,106,True
2012-11-03 23:00:00+00:00,BOSTON CELTICS,89,WASHINGTON WIZARDS,86,False
2012-11-03 23:30:00+00:00,TORONTO RAPTORS,100,BROOKLYN NETS,107,True
