cumulative_distance,n_game_road_trip,win?
1997,1,1
2931,2,0
0,0,1
0,0,1
0,0,1
2205,1,0
3061,2,0
0,0,0
0,0,1
1735,1,0
1919,2,1
0,0,0
0,0,1
0,0,0
2087,1,0
3157,2,0
0,0,1
1997,1,0
2572,2,1
4207,3,1
0,0,1
2493,1,0
3186,2,0
4301,3,0
0,0,1
0,0,0
673,1,0
1691,2,0
2370,3,0
0,0,0
0,0,0
1902,1,1
3395,2,0
0,0,0
1610,1,0
2544,2,0
3127,3,1
0,0,1
0,0,1
0,0,1
0,0,0
1547,1,1
0,0,0
0,0,1
2629,1,0
3492,2,0
4544,3,1
5898,4,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
711,1,1
0,0,0
0,0,0
673,1,0
2211,2,1
4497,3,0
0,0,1
1607,1,1
2481,2,1
2962,3,1
4748,4,0
0,0,1
0,0,0
1157,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1997,1,0
3335,2,0
4764,3,1
5543,4,1
0,0,0
0,0,1
711,1,1
0,0,0
0,0,1
