cumulative_distance,n_game_road_trip,win?
636,1,0
0,0,0
1493,1,0
3141,2,1
0,0,1
1853,1,0
2158,2,0
2569,3,0
0,0,0
0,0,1
491,1,1
797,2,0
0,0,1
0,0,1
1023,1,1
1743,2,0
0,0,1
0,0,1
0,0,0
0,0,0
874,1,0
0,0,0
328,1,1
336,2,1
643,3,1
2449,4,0
0,0,1
636,1,1
0,0,0
0,0,0
0,0,0
531,1,1
1577,2,1
3079,3,0
0,0,0
958,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
3188,1,1
4002,2,0
4968,3,1
5528,4,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
1229,1,0
2010,2,0
0,0,0
874,1,1
0,0,1
491,1,1
0,0,1
565,1,1
1106,2,1
0,0,0
0,0,1
1023,1,1
3071,2,0
0,0,0
1222,1,1
0,0,1
3823,1,0
4602,2,0
5934,3,1
7272,4,0
0,0,0
0,0,1
0,0,1
531,1,0
0,0,1
328,1,1
0,0,0
0,0,0
1222,1,1
0,0,1
0,0,1
635,1,1
