cumulative_distance,n_game_road_trip,win?
1116,1,0
0,0,1
131,1,0
703,2,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
898,1,1
1916,2,0
2733,3,0
3662,4,0
0,0,0
0,0,1
1023,1,0
1659,2,0
0,0,0
1378,1,0
0,0,1
0,0,1
0,0,0
540,1,0
0,0,0
720,1,1
0,0,0
0,0,0
1062,1,0
1809,2,0
0,0,1
1168,1,1
0,0,1
2806,1,0
3381,2,0
5002,3,0
5865,4,1
6831,5,0
8763,6,0
0,0,1
693,1,0
0,0,1
1379,1,0
0,0,1
0,0,1
2048,1,1
2379,2,0
3892,3,1
0,0,1
0,0,0
1168,1,1
0,0,0
406,1,1
0,0,1
1180,1,1
0,0,1
720,1,1
2371,2,1
3348,3,0
0,0,1
1023,1,1
0,0,1
0,0,1
0,0,1
0,0,1
2806,1,0
3389,2,1
4818,3,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
540,1,0
1242,2,0
0,0,1
131,1,1
0,0,1
1116,1,1
0,0,0
0,0,0
1378,1,1
