cumulative_distance,n_game_road_trip,win?
344,1,1
1291,2,0
0,0,1
2097,1,0
3518,2,0
4982,3,0
0,0,1
0,0,0
720,1,0
0,0,1
496,1,0
824,2,1
0,0,1
0,0,0
3447,1,1
4030,2,1
4151,3,0
7140,4,1
0,0,1
0,0,0
1646,1,0
0,0,1
0,0,1
329,1,1
735,2,0
0,0,1
184,1,1
1675,2,1
0,0,1
860,1,0
0,0,1
0,0,1
761,1,0
0,0,1
0,0,1
0,0,1
0,0,1
500,1,0
1354,2,1
2101,3,0
0,0,1
1079,1,1
4054,2,0
5077,3,0
5675,4,0
0,0,1
0,0,1
0,0,1
0,0,1
406,1,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
329,1,1
0,0,1
0,0,0
344,1,1
0,0,1
0,0,0
1348,1,1
1679,2,0
0,0,1
0,0,0
406,1,0
983,2,1
0,0,1
0,0,1
665,1,0
0,0,1
1850,1,1
2214,2,1
3642,3,1
4217,4,1
0,0,0
307,1,0
0,0,1
0,0,0
496,1,0
0,0,0
