cumulative_distance,n_game_road_trip,win?
0,0,1
1004,1,0
0,0,1
0,0,0
0,0,0
3166,1,0
4029,2,0
4150,3,1
4733,4,0
0,0,1
963,1,0
0,0,0
781,1,1
0,0,1
0,0,0
0,0,0
0,0,1
1863,1,1
3911,2,1
4042,3,1
0,0,0
0,0,0
1515,1,0
0,0,1
0,0,0
329,1,1
1090,2,1
0,0,0
0,0,0
145,1,1
1589,2,0
2811,3,0
0,0,0
0,0,0
774,1,0
1325,2,0
1866,3,1
0,0,1
0,0,0
636,1,1
0,0,0
406,1,0
0,0,0
1607,1,0
0,0,1
0,0,1
1863,1,0
2194,2,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
814,1,0
0,0,1
0,0,0
0,0,0
1996,1,0
2301,2,0
0,0,1
0,0,0
874,1,0
2680,2,0
0,0,1
333,1,0
0,0,0
1860,1,0
2804,2,0
3379,3,0
4313,4,1
0,0,0
0,0,0
712,1,0
0,0,1
329,1,0
829,2,0
0,0,1
963,1,1
1858,2,0
2353,3,0
0,0,0
1466,1,0
