cumulative_distance,n_game_road_trip,win?
330,1,1
0,0,0
1521,1,0
2168,2,0
3063,3,0
0,0,0
305,1,0
998,2,1
0,0,0
0,0,0
2613,1,0
3557,2,1
4371,3,0
5305,4,0
0,0,1
0,0,0
0,0,1
1136,1,0
2206,2,1
2783,3,1
0,0,0
488,1,0
0,0,1
0,0,0
16,1,0
0,0,0
0,0,0
763,1,0
0,0,0
0,0,0
488,1,0
1153,2,1
0,0,0
16,1,1
0,0,0
2202,1,1
4695,2,0
5856,3,1
6912,4,0
0,0,1
860,1,1
0,0,0
0,0,0
0,0,1
1521,1,0
0,0,0
0,0,0
0,0,0
1204,1,0
0,0,1
0,0,0
0,0,1
4125,1,1
4246,2,1
4829,3,0
6161,4,0
0,0,1
0,0,1
0,0,0
133,1,1
0,0,0
0,0,0
0,0,0
1168,1,0
0,0,0
537,1,0
