cumulative_distance,n_game_road_trip,win?
0,0,1
1502,1,1
0,0,1
329,1,1
0,0,1
0,0,1
500,1,1
0,0,1
0,0,1
665,1,0
1811,2,1
2118,3,1
0,0,1
0,0,1
602,1,1
0,0,1
3447,1,1
4779,2,0
5802,3,1
7554,4,1
8233,5,0
0,0,1
0,0,1
0,0,0
1651,1,0
0,0,1
0,0,1
500,1,1
0,0,1
0,0,1
344,1,0
0,0,1
184,1,1
0,0,1
860,1,0
0,0,1
0,0,1
0,0,1
0,0,1
3650,1,1
4702,2,0
5724,3,1
7153,4,0
8491,5,1
0,0,0
0,0,1
0,0,1
860,1,1
0,0,1
1348,1,0
0,0,1
0,0,0
0,0,1
1198,1,0
1679,2,1
0,0,1
0,0,1
761,1,1
0,0,1
0,0,0
602,1,0
2094,2,0
2458,3,0
0,0,1
406,1,1
1118,2,1
0,0,1
496,1,0
0,0,1
1079,1,0
1857,2,0
0,0,1
307,1,0
798,2,0
0,0,0
0,0,1
344,1,0
0,0,0
720,1,1
2768,2,0
0,0,1
1348,1,1
