cumulative_distance,n_game_road_trip,win?
0,0,1
1493,1,0
0,0,0
1046,1,0
0,0,1
0,0,1
1513,1,1
0,0,0
0,0,1
0,0,1
0,0,0
531,1,1
2384,2,0
3601,3,0
0,0,0
0,0,0
0,0,0
1062,1,0
0,0,0
0,0,0
0,0,0
365,1,0
0,0,0
3409,1,0
3984,2,0
5036,3,0
6563,4,0
0,0,0
854,1,0
0,0,0
947,1,1
0,0,0
814,1,1
0,0,0
947,1,0
1291,2,0
2052,3,0
0,0,0
747,1,1
0,0,0
0,0,0
0,0,0
0,0,1
947,1,0
2644,2,0
2949,3,0
4508,4,0
6266,5,0
0,0,0
726,1,0
0,0,1
602,1,0
1950,2,1
0,0,0
0,0,0
0,0,0
3409,1,0
4343,2,0
5201,3,0
5980,4,0
0,0,0
0,0,0
531,1,0
0,0,1
947,1,0
1640,2,0
0,0,1
0,0,1
0,0,0
1056,1,0
0,0,1
856,1,0
986,2,0
2102,3,0
0,0,1
0,0,0
854,1,0
2392,2,0
3396,3,0
0,0,1
0,0,1
0,0,1
