cumulative_distance,n_game_road_trip,win?
0,0,0
1101,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
1705,1,1
2010,2,1
3503,3,1
0,0,1
1348,1,1
0,0,0
0,0,1
1393,1,1
1592,2,1
0,0,1
1798,1,0
0,0,1
0,0,1
3542,1,1
4874,2,1
6495,3,0
7309,4,1
8275,5,1
0,0,1
0,0,1
0,0,1
0,0,1
2111,1,1
2985,2,0
3367,3,1
0,0,1
1692,1,0
0,0,1
647,1,1
0,0,1
1669,1,1
4016,2,1
4599,3,1
5937,4,1
0,0,0
331,1,0
0,0,1
0,0,1
1692,1,1
0,0,0
0,0,1
1348,1,0
0,0,1
0,0,0
0,0,1
859,1,0
1905,2,1
0,0,1
1589,1,0
2735,2,1
0,0,0
1393,1,1
0,0,1
0,0,1
1798,1,1
2784,2,0
0,0,1
1222,1,1
0,0,1
1444,1,0
1984,2,1
0,0,1
1513,1,1
0,0,1
0,0,1
331,1,1
0,0,0
0,0,1
647,1,1
1777,2,0
0,0,1
0,0,0
1521,1,0
2689,2,0
0,0,1
