cumulative_distance,n_game_road_trip,win?
0,0,1
1697,1,1
0,0,1
1849,1,1
2180,2,0
3528,3,0
4289,4,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
411,1,1
1801,2,0
0,0,1
0,0,1
817,1,0
1863,2,1
0,0,1
0,0,1
1018,1,1
1697,2,0
0,0,1
0,0,1
0,0,1
1365,1,1
2793,2,0
3157,3,0
0,0,1
0,0,1
2770,1,1
3793,2,0
4651,3,1
0,0,1
0,0,1
1996,1,0
2770,2,1
2900,3,0
0,0,1
2770,1,0
3549,2,1
4132,3,0
0,0,1
1421,1,0
2623,2,1
3182,3,0
0,0,0
0,0,1
1018,1,1
0,0,0
0,0,1
0,0,1
0,0,0
0,0,0
1365,1,1
2417,2,0
3383,3,0
3981,4,0
3981,5,0
5953,6,1
0,0,0
0,0,0
0,0,1
2397,1,0
4631,2,0
5298,3,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1786,1,0
2809,2,0
0,0,1
0,0,1
1936,1,0
1936,2,0
0,0,1
0,0,1
817,1,0
