cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,0
0,0,0
1521,1,0
1852,2,0
0,0,0
641,1,1
0,0,0
3933,1,1
4867,2,0
5725,3,0
7154,4,0
0,0,1
305,1,0
741,2,0
0,0,1
16,1,0
0,0,0
860,1,0
0,0,0
1204,1,0
2361,2,0
0,0,0
0,0,0
0,0,1
537,1,0
0,0,1
1533,1,1
2112,2,0
0,0,0
2129,1,0
3245,2,0
3817,3,0
0,0,1
330,1,0
0,0,0
3441,1,0
4016,2,0
5348,3,0
6211,4,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
488,1,0
1208,2,0
0,0,1
0,0,0
763,1,0
0,0,0
0,0,1
860,1,1
0,0,0
0,0,0
305,1,0
3150,2,0
3455,3,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
1168,1,0
2191,2,0
0,0,0
641,1,1
2085,2,0
2732,3,0
0,0,0
16,1,0
146,2,0
0,0,0
0,0,1
763,1,0
0,0,0
537,1,0
0,0,0
1136,1,0
