cumulative_distance,n_game_road_trip,win?
0,0,0
560,1,0
0,0,0
0,0,0
0,0,1
1338,1,0
1936,2,0
4245,3,0
5062,4,0
0,0,0
0,0,0
2452,1,0
3650,2,0
0,0,0
0,0,1
0,0,1
575,1,0
0,0,0
0,0,1
1338,1,0
2920,2,0
0,0,1
0,0,0
0,0,0
0,0,0
3849,1,0
4561,2,1
4943,3,1
0,0,1
0,0,0
0,0,1
583,1,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
560,1,0
0,0,1
0,0,1
0,0,1
1332,1,0
0,0,1
1997,1,0
2361,2,0
0,0,1
0,0,1
0,0,0
3115,1,0
4092,2,0
4423,3,0
5936,4,1
6587,5,0
6893,6,0
7586,7,0
8067,8,1
9186,9,0
10115,10,0
0,0,0
0,0,0
583,1,0
0,0,1
0,0,1
3409,1,1
4570,2,1
4875,3,0
5205,4,1
6434,5,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
575,1,0
0,0,1
2579,1,1
3258,2,0
3563,3,0
3927,4,0
0,0,1
