cumulative_distance,n_game_road_trip,win?
0,0,0
2720,1,0
3295,2,0
4633,3,0
6062,4,0
8215,5,0
8882,6,0
0,0,0
712,1,1
0,0,0
0,0,1
1543,1,0
0,0,1
774,1,0
0,0,1
0,0,1
1004,1,0
1677,2,0
0,0,1
0,0,0
0,0,0
145,1,1
722,2,0
0,0,0
781,1,0
0,0,0
0,0,0
333,1,0
0,0,1
636,1,1
1510,2,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
406,1,1
0,0,0
0,0,0
0,0,1
0,0,1
382,1,0
2302,2,0
2633,3,1
0,0,0
329,1,0
0,0,1
0,0,0
774,1,0
0,0,0
0,0,1
406,1,1
0,0,0
0,0,1
0,0,0
814,1,1
1416,2,0
0,0,0
0,0,0
636,1,1
2191,2,0
3008,3,0
0,0,0
0,0,0
3190,1,0
4124,2,0
5090,3,0
5953,4,0
0,0,0
1863,1,0
2919,2,1
0,0,0
0,0,0
382,1,0
1084,2,1
1777,3,0
3583,4,0
0,0,1
145,1,1
0,0,1
0,0,1
781,1,0
