cumulative_distance,n_game_road_trip,win?
2399,1,0
3111,2,1
3517,3,1
0,0,0
598,1,1
0,0,1
2521,1,0
4279,2,0
4610,3,0
5257,4,1
0,0,1
1610,1,0
0,0,0
934,1,1
0,0,1
0,0,0
0,0,0
0,0,1
858,1,0
0,0,1
0,0,0
1388,1,0
2067,2,0
0,0,0
0,0,1
0,0,1
966,1,0
0,0,0
0,0,1
1587,1,0
0,0,1
0,0,1
0,0,0
1752,1,0
2057,2,0
0,0,1
934,1,1
2266,2,0
0,0,0
0,0,1
2778,1,0
3634,2,0
3642,3,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
814,1,1
2242,2,1
2953,3,0
4508,4,0
0,0,1
1023,1,0
0,0,1
0,0,0
0,0,0
3374,1,0
4067,2,0
5384,3,0
5963,4,1
0,0,0
966,1,0
0,0,1
858,1,1
0,0,1
0,0,1
2026,1,0
2157,2,1
3778,3,1
4445,4,0
5564,5,1
0,0,1
0,0,0
0,0,1
814,1,1
0,0,0
0,0,0
598,1,1
0,0,0
934,1,0
