cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
814,1,0
1748,2,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,0
575,1,0
4750,2,1
5736,3,1
6448,4,1
6854,5,1
7198,6,0
0,0,1
944,1,0
0,0,0
0,0,1
1428,1,1
1792,2,0
4001,3,0
0,0,0
0,0,0
1354,1,0
0,0,0
2867,1,1
3723,2,1
4051,3,1
0,0,1
1022,1,1
1605,2,1
4295,3,0
5224,4,0
0,0,1
0,0,1
2356,1,1
2837,2,1
4629,3,0
5647,4,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
1052,1,0
0,0,0
1621,1,0
0,0,1
1022,1,0
0,0,0
2061,1,0
2633,2,0
0,0,0
944,1,1
0,0,1
0,0,0
3189,1,0
3520,2,1
5029,3,1
5686,4,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
1635,1,1
0,0,1
0,0,0
0,0,0
0,0,0
1621,1,0
2484,2,0
0,0,1
2560,1,0
3717,2,0
4428,3,0
5245,4,0
0,0,0
