cumulative_distance,n_game_road_trip,win?
2955,1,0
3818,2,1
0,0,1
1932,1,1
0,0,0
0,0,1
364,1,0
0,0,1
2588,1,0
3171,2,1
0,0,0
1705,1,1
3169,2,0
0,0,1
0,0,0
0,0,0
667,1,1
2566,2,1
3126,3,1
3989,4,0
0,0,1
2159,1,1
2700,2,0
0,0,1
1415,1,0
2482,2,1
0,0,1
0,0,1
1366,1,0
2887,2,1
3528,3,0
0,0,1
0,0,1
512,1,0
3202,2,0
3777,3,0
0,0,1
1492,1,0
0,0,1
0,0,0
0,0,1
305,1,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,1
781,1,1
0,0,0
1559,1,0
0,0,0
1621,1,1
0,0,0
512,1,0
0,0,0
0,0,1
1932,1,0
0,0,1
0,0,0
1705,1,1
2579,2,0
3215,3,1
0,0,1
0,0,1
0,0,1
0,0,0
2285,1,1
3431,2,0
4547,3,0
0,0,0
0,0,0
0,0,1
305,1,0
3150,2,1
3911,3,0
4990,4,1
0,0,1
0,0,1
1635,1,0
2657,2,1
0,0,0
