cumulative_distance,n_game_road_trip,win?
1388,1,1
2975,2,0
0,0,1
0,0,1
1466,1,1
0,0,1
1899,1,0
2459,2,0
5422,3,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
2153,1,1
2932,2,0
6252,3,1
0,0,1
1217,1,1
1760,2,1
0,0,1
0,0,1
812,1,1
0,0,1
679,1,1
0,0,0
2134,1,1
2990,2,1
0,0,1
0,0,0
0,0,0
1119,1,1
0,0,1
1388,1,0
1986,2,0
0,0,1
679,1,0
1460,2,1
0,0,1
0,0,1
0,0,1
679,1,1
3524,2,1
3960,3,1
0,0,1
1976,1,1
3732,2,1
4060,3,0
0,0,1
0,0,1
1705,1,0
0,0,1
2393,1,1
3725,2,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
1354,1,0
1929,2,0
0,0,1
0,0,1
0,0,0
1116,1,1
1611,2,1
1917,3,1
0,0,1
305,1,0
0,0,1
0,0,1
0,0,1
667,1,0
2302,2,0
3324,3,1
3907,4,1
0,0,1
1646,1,0
3148,2,0
0,0,1
