cumulative_distance,n_game_road_trip,win?
693,1,0
0,0,0
986,1,0
1990,2,0
0,0,1
1798,1,1
2129,2,1
0,0,1
0,0,0
0,0,0
1806,1,0
3511,2,0
3816,3,0
0,0,0
1509,1,1
1874,2,1
0,0,0
0,0,1
1378,1,0
0,0,1
0,0,1
307,1,1
315,2,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,0
761,1,0
0,0,1
0,0,0
1368,1,0
0,0,0
2406,1,0
3218,2,0
4556,3,0
5116,4,0
5979,5,0
0,0,0
0,0,1
0,0,0
1798,1,0
2129,2,0
3622,3,1
0,0,0
0,0,0
307,1,0
0,0,0
0,0,1
436,1,1
0,0,1
0,0,0
1378,1,1
0,0,0
3699,1,0
4274,2,0
4857,3,0
5715,4,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
761,1,0
0,0,0
0,0,0
2189,1,0
2900,2,0
0,0,1
307,1,0
0,0,0
693,1,0
0,0,0
1368,1,0
2326,2,0
0,0,0
986,1,0
1949,2,0
0,0,1
886,1,1
1463,2,0
0,0,0
