cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
1354,1,0
2283,2,1
3100,3,0
0,0,1
0,0,1
1621,1,0
0,0,0
1022,1,0
0,0,0
2867,1,1
3614,2,1
3945,3,0
0,0,1
814,1,1
0,0,0
2031,1,0
2812,2,1
0,0,1
575,1,1
0,0,1
0,0,1
0,0,0
944,1,1
0,0,1
0,0,1
1052,1,0
0,0,1
575,1,1
0,0,0
0,0,1
2340,1,0
2912,2,1
4041,3,0
5045,4,0
5819,5,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
2813,1,1
3390,2,1
4506,3,1
5226,4,1
0,0,1
0,0,0
1635,1,0
0,0,1
0,0,0
944,1,1
0,0,1
0,0,1
0,0,0
0,0,0
814,1,0
0,0,1
0,0,1
0,0,0
0,0,1
1052,1,0
1612,2,0
0,0,0
3699,1,1
4392,2,1
4951,3,0
0,0,1
0,0,1
2061,1,1
3525,2,1
4399,3,1
0,0,1
575,1,0
0,0,0
1621,1,1
0,0,1
2116,1,1
2933,2,0
3344,3,0
0,0,0
1022,1,1
