cumulative_distance,n_game_road_trip,win?
0,0,1
1582,1,1
0,0,1
2132,1,1
2620,2,1
4390,3,0
5367,4,0
6316,5,1
6447,6,0
0,0,1
0,0,1
1338,1,0
0,0,1
0,0,1
1126,1,1
0,0,1
0,0,0
0,0,1
0,0,1
1293,1,1
3719,2,1
4445,3,0
5259,4,0
0,0,1
0,0,1
0,0,1
1741,1,0
2320,2,0
0,0,1
1582,1,0
0,0,0
1429,1,0
2287,2,1
0,0,0
0,0,1
0,0,1
1429,1,0
0,0,1
0,0,1
0,0,1
1527,1,1
0,0,1
0,0,1
0,0,1
1415,1,1
2082,2,0
2761,3,1
0,0,1
0,0,0
1338,1,1
2272,2,0
0,0,1
0,0,0
1972,1,1
2463,2,0
0,0,1
1527,1,1
0,0,1
1338,1,0
1913,2,0
0,0,1
0,0,1
0,0,1
1126,1,1
2823,2,1
3402,3,1
4183,4,0
0,0,1
0,0,1
0,0,0
2622,1,0
2929,2,0
3622,3,1
5314,4,0
6861,5,0
0,0,1
0,0,1
812,1,1
0,0,1
0,0,0
0,0,1
944,1,0
