cumulative_distance,n_game_road_trip,win?
330,1,1
0,0,0
0,0,0
0,0,1
488,1,0
2139,2,0
0,0,0
0,0,1
1204,1,1
0,0,0
537,1,1
0,0,1
3933,1,0
4516,2,1
5374,3,1
6188,4,1
0,0,0
0,0,1
133,1,1
0,0,0
0,0,0
1136,1,0
1838,2,1
0,0,0
0,0,1
0,0,0
0,0,0
488,1,1
0,0,0
860,1,1
0,0,0
763,1,0
0,0,1
1770,1,0
0,0,1
0,0,1
1168,1,0
0,0,1
305,1,0
0,0,0
0,0,0
1884,1,0
2701,2,0
3719,3,1
4398,4,0
0,0,0
1204,1,0
2277,2,1
0,0,1
330,1,1
0,0,1
1521,1,0
0,0,0
2283,1,0
2647,2,0
0,0,0
0,0,1
0,0,1
0,0,0
1168,1,1
0,0,0
1521,1,0
0,0,1
4125,1,0
4988,2,0
6320,3,0
7658,4,0
10280,5,1
0,0,1
0,0,0
641,1,0
0,0,0
1626,1,0
0,0,0
0,0,1
1136,1,0
0,0,1
305,1,0
1291,2,0
0,0,1
0,0,1
16,1,0
