cumulative_distance,n_game_road_trip,win?
0,0,0
495,1,1
3322,2,0
4345,3,0
4943,4,1
0,0,1
886,1,1
0,0,1
0,0,0
0,0,0
491,1,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
651,1,1
1202,2,1
1761,3,1
0,0,1
1531,1,0
2460,2,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
1758,1,0
2089,2,1
0,0,0
895,1,0
0,0,0
702,1,1
0,0,0
577,1,0
0,0,0
3484,1,0
3605,2,0
4627,3,0
5202,4,1
5202,5,1
0,0,1
0,0,1
0,0,1
0,0,1
145,1,1
0,0,1
0,0,1
1014,1,1
0,0,1
0,0,1
184,1,0
0,0,1
0,0,1
495,1,0
1453,2,1
1781,3,1
2555,4,1
0,0,1
184,1,0
2034,2,0
0,0,1
306,1,1
1491,2,0
0,0,1
1648,1,1
2059,2,1
3728,3,1
4059,4,0
0,0,1
0,0,1
540,1,1
1438,2,1
2976,3,0
0,0,1
0,0,1
0,0,1
540,1,1
0,0,0
886,1,0
0,0,1
0,0,1
