cumulative_distance,n_game_road_trip,win?
1116,1,0
0,0,1
0,0,1
0,0,0
1368,1,0
0,0,1
0,0,1
0,0,1
1518,1,1
1823,2,0
2234,3,1
4231,4,0
4806,5,1
5750,6,0
7179,7,1
0,0,0
1368,1,0
0,0,1
0,0,1
495,1,1
0,0,1
0,0,1
0,0,1
702,1,1
0,0,0
0,0,1
958,1,1
1286,2,0
2060,3,1
0,0,1
0,0,1
0,0,1
0,0,1
1136,1,0
1269,2,0
0,0,1
0,0,1
947,1,0
1549,2,1
0,0,1
778,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
2808,1,1
3368,2,0
4231,3,0
5254,4,1
7563,5,1
0,0,1
0,0,1
702,1,0
0,0,1
131,1,1
1154,2,1
2028,3,0
2675,4,1
3006,5,1
0,0,1
947,1,1
0,0,1
0,0,1
0,0,1
1136,1,1
1624,2,0
0,0,1
949,1,1
0,0,1
131,1,1
0,0,0
572,1,1
1446,2,1
0,0,1
0,0,1
0,0,1
495,1,1
1939,2,1
3452,3,1
0,0,1
