cumulative_distance,n_game_road_trip,win?
0,0,1
1332,1,1
5273,2,1
6419,3,0
6550,4,1
0,0,0
0,0,1
1332,1,0
0,0,1
2393,1,0
3322,2,0
3901,3,1
0,0,1
0,0,0
0,0,0
3918,1,0
4051,2,0
4487,3,0
5122,4,0
0,0,1
0,0,1
0,0,1
1621,1,1
2986,2,0
4004,3,0
4677,4,0
0,0,1
0,0,1
0,0,1
863,1,0
1829,2,1
2427,3,0
0,0,1
0,0,1
2629,1,0
2993,2,1
4698,3,1
0,0,0
0,0,0
1621,1,0
0,0,1
0,0,1
779,1,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
1582,1,0
3714,2,0
3898,3,1
0,0,1
3398,1,1
3731,2,1
4605,3,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
779,1,1
0,0,1
4070,1,1
4401,2,1
5457,3,0
5822,4,0
0,0,1
0,0,1
0,0,1
1332,1,0
0,0,1
0,0,1
2393,1,0
3072,2,1
3889,3,0
0,0,1
0,0,1
0,0,0
1023,1,1
0,0,1
0,0,1
863,1,0
