cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,1
1332,1,0
3231,2,1
0,0,1
1621,1,0
0,0,1
0,0,1
0,0,0
2770,1,0
3075,2,0
3587,3,1
4271,4,0
5456,5,1
5789,6,0
0,0,1
0,0,1
863,1,0
0,0,1
1023,1,0
0,0,1
779,1,0
0,0,1
0,0,0
0,0,0
3320,1,1
4031,2,0
0,0,0
863,1,1
0,0,0
0,0,1
1332,1,0
0,0,1
1582,1,0
0,0,0
0,0,0
0,0,1
2293,1,0
4099,2,0
4734,3,1
5041,4,0
5537,5,0
6683,6,1
7799,7,0
0,0,0
0,0,1
1332,1,0
0,0,1
0,0,0
0,0,1
1332,1,0
0,0,1
0,0,0
0,0,1
2629,1,1
4008,2,0
0,0,0
0,0,1
0,0,0
779,1,0
1801,2,0
0,0,0
2975,1,0
3993,2,0
5745,3,0
