cumulative_distance,n_game_road_trip,win?
131,1,0
1247,2,1
0,0,0
1180,1,1
0,0,1
1378,1,0
0,0,0
540,1,0
0,0,1
898,1,1
0,0,0
1470,1,0
2068,2,0
0,0,1
1062,1,1
1809,2,0
2456,3,0
3419,4,0
0,0,0
0,0,1
0,0,1
2806,1,0
3381,2,0
4433,3,0
0,0,1
2048,1,1
3696,2,0
3826,3,1
0,0,1
0,0,1
0,0,0
1786,1,1
2091,2,0
0,0,1
1062,1,0
0,0,1
0,0,0
0,0,1
481,1,0
1983,2,1
0,0,0
2854,1,1
3437,2,0
4769,3,0
0,0,1
1079,1,0
0,0,1
0,0,0
720,1,0
1064,2,1
0,0,1
1168,1,0
0,0,0
0,0,1
0,0,1
406,1,1
0,0,0
0,0,0
0,0,1
1379,1,0
2090,2,0
0,0,1
0,0,0
540,1,0
1035,2,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
693,1,0
2385,2,0
2716,3,0
4486,4,1
0,0,0
1116,1,0
0,0,0
0,0,0
0,0,1
0,0,1
720,1,0
