cumulative_distance,n_game_road_trip,win?
3098,1,1
4150,2,1
0,0,1
0,0,0
1046,1,0
0,0,1
0,0,0
0,0,1
512,1,0
0,0,0
929,1,1
0,0,1
2690,1,1
4028,2,1
5610,3,0
0,0,1
0,0,1
0,0,1
2189,1,0
2882,2,1
4199,3,1
0,0,1
0,0,1
0,0,0
859,1,0
0,0,1
1502,1,1
0,0,1
3320,1,1
4902,2,0
6240,3,1
7174,4,0
0,0,1
0,0,0
711,1,1
2359,2,0
2504,3,1
0,0,1
0,0,1
1697,1,0
0,0,1
0,0,1
0,0,0
817,1,0
0,0,0
0,0,0
0,0,1
0,0,1
579,1,0
0,0,0
929,1,1
0,0,1
2690,1,0
3624,2,0
4482,3,1
0,0,1
0,0,1
1884,1,1
2017,2,1
0,0,1
0,0,1
684,1,0
1558,2,1
2581,3,1
2712,4,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
1883,1,0
0,0,1
3030,1,1
3613,2,1
4173,3,0
0,0,0
1078,1,1
0,0,0
711,1,0
0,0,1
512,1,0
817,2,0
