cumulative_distance,n_game_road_trip,win?
0,0,1
1936,1,1
3268,2,0
4850,3,1
0,0,1
0,0,1
2549,1,1
2679,2,1
0,0,1
1752,1,1
0,0,1
1018,1,1
0,0,1
0,0,1
679,1,0
2384,2,1
0,0,0
0,0,1
0,0,0
2320,1,1
3013,2,1
0,0,1
1752,1,1
2686,2,0
3261,3,1
4313,4,1
0,0,0
0,0,1
0,0,0
411,1,1
0,0,1
0,0,1
0,0,0
0,0,1
1018,1,1
0,0,1
0,0,1
817,1,1
0,0,1
0,0,0
0,0,1
0,0,0
1421,1,1
2398,2,0
3957,3,0
0,0,0
0,0,1
817,1,1
2372,2,1
2700,3,0
3554,4,1
4368,5,0
5354,6,1
9529,7,1
10861,8,1
12482,9,0
0,0,1
0,0,1
0,0,1
2025,1,1
0,0,1
0,0,1
1697,1,1
0,0,1
0,0,1
0,0,1
1936,1,1
2519,2,1
2640,3,1
0,0,1
0,0,1
1293,1,1
0,0,1
2097,1,1
0,0,1
679,1,0
0,0,1
1792,1,0
3182,2,1
0,0,1
305,1,0
0,0,0
