cumulative_distance,n_game_road_trip,win?
0,0,1
1651,1,1
0,0,1
0,0,0
1493,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
977,1,0
2162,2,0
0,0,1
331,1,1
0,0,0
0,0,0
4360,1,1
5942,2,0
7280,3,0
7863,4,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,1
1760,1,1
0,0,1
1078,1,0
1895,2,0
0,0,0
0,0,1
0,0,0
3189,1,1
3764,2,0
4698,3,0
5664,4,1
8311,5,1
8978,6,0
0,0,1
1056,1,0
1587,2,1
0,0,1
0,0,0
1994,1,0
2327,2,1
2733,3,0
0,0,0
2028,1,0
2914,2,0
3409,3,0
0,0,1
977,1,1
2050,2,1
2183,3,1
3716,4,1
4389,5,0
0,0,0
0,0,0
331,1,0
0,0,1
0,0,1
0,0,1
1056,1,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
1770,1,1
2906,2,1
3037,3,1
0,0,1
1863,1,1
2192,2,1
3390,3,1
0,0,1
0,0,0
1760,1,1
1890,2,1
0,0,1
