cumulative_distance,n_game_road_trip,win?
0,0,1
1587,1,0
0,0,1
934,1,0
1509,2,0
0,0,1
0,0,1
0,0,1
0,0,0
1932,1,0
0,0,0
0,0,0
0,0,1
0,0,0
3171,1,0
3179,2,0
4688,3,1
6081,4,0
0,0,1
0,0,1
0,0,1
934,1,1
0,0,1
0,0,1
1388,1,0
0,0,0
1997,1,0
2128,2,0
3496,3,1
4382,4,0
6178,5,0
6845,6,0
0,0,1
0,0,0
598,1,0
2125,2,0
0,0,1
0,0,0
598,1,0
3378,2,0
4871,3,1
5402,4,0
0,0,0
858,1,1
0,0,0
0,0,1
2547,1,0
3510,2,1
3843,3,1
0,0,1
814,1,1
2179,2,1
2996,3,1
3575,4,1
0,0,1
1023,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
858,1,1
0,0,1
2689,1,1
3768,2,1
4347,3,1
0,0,1
0,0,1
0,0,1
0,0,0
1610,1,1
2021,2,0
4418,3,1
0,0,0
0,0,1
1587,1,1
0,0,1
0,0,1
934,1,1
0,0,1
1023,1,0
