cumulative_distance,n_game_road_trip,win?
411,1,0
0,0,1
711,1,1
0,0,1
2629,1,0
3652,2,1
0,0,0
0,0,1
0,0,1
0,0,1
1493,1,1
2024,2,1
0,0,1
364,1,0
0,0,0
0,0,1
1935,1,1
2476,2,1
3546,3,1
3677,4,1
0,0,0
0,0,1
673,1,0
0,0,1
0,0,0
2205,1,1
2979,2,1
0,0,1
0,0,0
1428,1,0
0,0,1
0,0,1
0,0,1
2493,1,1
3379,2,1
4036,3,1
0,0,0
1997,1,0
2580,2,1
4009,3,0
0,0,1
673,1,1
1802,2,1
0,0,0
711,1,0
0,0,0
364,1,0
1923,2,1
2254,3,1
0,0,1
2388,1,0
2509,2,1
0,0,1
0,0,0
0,0,1
305,1,0
0,0,1
0,0,1
0,0,1
1157,1,0
0,0,0
0,0,1
2629,1,0
3492,2,0
4052,3,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
1428,1,0
0,0,1
411,1,0
2508,2,0
4154,3,1
0,0,0
0,0,0
0,0,1
1067,1,1
2405,2,1
3339,3,0
0,0,1
