cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
0,0,1
1899,1,1
2566,2,1
0,0,1
0,0,1
0,0,1
1338,1,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
560,1,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
934,1,0
2960,2,1
3091,3,1
4259,4,1
5022,5,1
0,0,1
0,0,0
583,1,1
1605,2,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
1332,1,0
0,0,1
1936,1,0
2347,2,1
0,0,1
0,0,1
3295,1,0
3946,2,1
4497,3,0
5062,4,1
5369,5,1
5775,6,1
6211,7,1
8040,8,0
0,0,1
0,0,0
1332,1,1
0,0,1
934,1,1
0,0,1
0,0,0
2579,1,1
3252,2,0
0,0,1
0,0,1
0,0,1
3764,1,0
4820,2,0
5567,3,0
0,0,1
575,1,1
1627,2,1
1748,3,1
0,0,1
0,0,1
1936,1,1
2615,2,0
3282,3,1
3794,4,0
4478,5,0
0,0,1
0,0,0
1338,1,0
2464,2,1
0,0,0
0,0,1
0,0,0
