cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
1756,1,0
2087,2,1
0,0,1
0,0,1
0,0,1
4035,1,1
4618,2,0
5178,3,0
0,0,1
0,0,1
0,0,1
307,1,1
2105,2,1
2436,3,0
0,0,0
0,0,0
0,0,0
0,0,0
559,1,1
0,0,1
1152,1,0
0,0,0
8,1,0
0,0,1
0,0,0
1186,1,0
0,0,1
0,0,1
2550,1,0
3229,2,1
5082,3,1
0,0,1
129,1,1
0,0,1
0,0,1
0,0,1
1202,1,0
0,0,1
8,1,1
1646,2,1
2775,3,0
3556,4,0
0,0,1
0,0,0
0,0,1
0,0,0
781,1,1
1417,2,0
0,0,0
500,1,1
0,0,1
0,0,1
1186,1,1
0,0,0
0,0,0
1883,1,1
0,0,0
1152,1,0
2099,2,1
0,0,1
1202,1,1
2275,2,0
0,0,1
0,0,0
781,1,1
2388,2,1
4385,3,0
4960,4,1
6581,5,1
8163,6,0
8761,7,0
11282,8,1
0,0,0
0,0,1
0,0,1
307,1,1
1068,2,1
1412,3,0
0,0,1
0,0,1
