cumulative_distance,n_game_road_trip,win?
2808,1,1
3368,2,0
3489,3,1
4072,4,1
0,0,1
0,0,1
382,1,1
1925,2,1
2572,3,0
0,0,1
572,1,1
0,0,1
1368,1,1
0,0,1
778,1,0
0,0,1
495,1,1
0,0,1
0,0,1
0,0,0
0,0,1
1920,1,0
3413,2,1
3612,3,0
3742,4,1
4922,5,1
6090,6,1
7974,7,1
9020,8,1
10181,9,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
1697,1,1
3722,2,1
4299,3,1
0,0,1
131,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1589,1,1
3281,2,1
0,0,1
0,0,0
949,1,1
0,0,1
1116,1,0
0,0,0
0,0,1
1146,1,0
0,0,1
0,0,1
382,1,1
0,0,0
947,1,1
2003,2,0
0,0,1
665,1,1
0,0,1
