cumulative_distance,n_game_road_trip,win?
0,0,1
2309,1,0
3126,2,0
4144,3,0
0,0,1
598,1,0
0,0,1
2683,1,1
3376,2,0
3812,3,0
4011,4,1
0,0,1
0,0,1
858,1,0
0,0,1
2309,1,1
3238,2,0
3905,3,0
0,0,0
0,0,1
0,0,1
934,1,1
0,0,1
814,1,0
0,0,0
3177,1,1
3677,2,0
5328,3,0
5659,4,1
0,0,0
0,0,0
934,1,0
0,0,1
814,1,1
1758,2,0
0,0,1
2778,1,1
3143,2,0
4106,3,1
0,0,1
0,0,1
0,0,1
934,1,0
0,0,1
0,0,0
0,0,1
0,0,1
1023,1,0
0,0,1
0,0,1
0,0,0
858,1,0
0,0,1
1587,1,1
0,0,1
934,1,0
0,0,0
0,0,0
0,0,1
1997,1,0
2537,2,0
3032,3,0
4178,4,0
0,0,1
1388,1,0
0,0,1
0,0,0
1932,1,0
2237,2,0
2648,3,0
0,0,1
0,0,1
1023,1,1
0,0,1
0,0,1
0,0,0
0,0,1
966,1,1
0,0,0
0,0,1
1587,1,1
2716,2,0
