cumulative_distance,n_game_road_trip,win?
1222,1,0
1869,2,0
0,0,1
328,1,0
0,0,0
0,0,1
0,0,0
958,1,0
0,0,1
635,1,0
0,0,1
636,1,0
0,0,1
874,1,0
0,0,0
1493,1,0
3487,2,0
0,0,1
3188,1,0
3763,2,0
4346,3,0
0,0,0
0,0,0
330,1,0
0,0,0
0,0,1
0,0,0
2234,1,0
2539,2,0
0,0,1
307,1,0
0,0,0
199,1,0
0,0,1
531,1,0
0,0,1
1502,1,0
0,0,1
0,0,1
1023,1,0
0,0,0
0,0,1
328,1,0
0,0,0
1853,1,0
2532,2,0
3205,3,0
3916,4,0
0,0,0
0,0,0
0,0,1
0,0,0
491,1,1
1935,2,0
0,0,0
199,1,0
1847,2,0
0,0,0
0,0,0
0,0,0
0,0,1
636,1,0
0,0,0
0,0,0
0,0,0
958,1,0
1660,2,0
0,0,1
3784,1,0
5116,2,0
6454,3,0
7981,4,0
8947,5,1
0,0,0
0,0,1
531,1,1
0,0,1
307,1,0
1068,2,0
0,0,1
0,0,1
491,1,0
