cumulative_distance,n_game_road_trip,win?
781,1,0
0,0,1
778,1,0
0,0,1
2813,1,0
2934,2,1
4461,3,0
5405,4,0
0,0,0
0,0,0
0,0,1
673,1,0
0,0,0
0,0,0
2011,1,0
3763,2,0
0,0,0
543,1,0
0,0,1
579,1,0
0,0,1
679,1,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
673,1,0
0,0,1
1018,1,0
2810,2,0
0,0,0
0,0,0
0,0,1
0,0,0
1533,1,0
2070,2,0
0,0,0
0,0,0
0,0,0
838,1,0
1694,2,0
0,0,0
0,0,0
679,1,0
0,0,0
1229,1,1
0,0,1
0,0,0
0,0,1
0,0,1
1416,1,0
4511,2,0
5534,3,0
0,0,0
1015,1,0
1199,2,0
0,0,0
2579,1,0
2579,2,1
0,0,0
781,1,0
2486,2,0
4292,3,0
5278,4,1
0,0,0
0,0,0
579,1,0
0,0,0
1408,1,0
5514,2,1
6293,3,0
7156,4,1
0,0,1
0,0,1
898,1,1
0,0,0
1101,1,0
0,0,1
2579,1,0
3154,2,0
0,0,1
