cumulative_distance,n_game_road_trip,win?
0,0,1
1368,1,0
3396,2,0
0,0,1
495,1,1
0,0,1
0,0,0
702,1,0
0,0,1
2883,1,1
3466,2,0
4804,3,0
6386,4,0
7409,5,0
9406,6,0
0,0,1
495,1,0
0,0,0
0,0,0
949,1,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,0
1146,1,0
0,0,1
0,0,1
382,1,1
0,0,1
0,0,0
947,1,0
2009,2,0
0,0,1
0,0,1
1368,1,1
0,0,1
2989,1,0
3549,2,0
4124,3,1
5759,4,1
6064,5,1
6743,6,1
7672,7,1
0,0,0
1070,1,0
2143,2,0
0,0,1
665,1,1
0,0,0
0,0,1
1146,1,1
2784,2,1
0,0,1
958,1,0
0,0,1
0,0,1
665,1,0
0,0,0
0,0,0
0,0,0
0,0,0
1589,1,0
1920,2,0
3328,3,0
4001,4,0
0,0,0
1070,1,1
0,0,1
0,0,0
0,0,1
382,1,1
0,0,0
958,1,1
0,0,1
0,0,0
0,0,1
1136,1,0
1673,2,1
0,0,1
947,1,1
