cumulative_distance,n_game_road_trip,win?
0,0,0
1332,1,0
0,0,0
0,0,1
934,1,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
583,1,0
3396,2,0
4069,3,1
0,0,0
0,0,1
0,0,0
2209,1,0
2721,2,1
3650,3,0
0,0,0
3295,1,0
3946,2,0
4274,3,1
4473,4,1
0,0,1
560,1,1
0,0,1
1338,1,0
0,0,1
0,0,0
0,0,0
0,0,0
2209,1,0
2514,2,0
0,0,0
0,0,1
0,0,1
0,0,0
3499,1,0
4201,2,0
4979,3,0
0,0,1
0,0,1
0,0,1
575,1,0
2636,2,1
3510,3,1
4291,4,1
4598,5,0
5759,6,1
6815,7,0
0,0,1
0,0,0
0,0,1
0,0,1
1997,1,1
3064,2,0
0,0,1
0,0,1
1899,1,0
2828,2,1
0,0,1
0,0,1
3542,1,1
4189,2,0
5049,3,1
0,0,1
575,1,0
0,0,0
560,1,0
3108,2,1
3589,3,0
6443,4,1
0,0,1
0,0,1
0,0,0
0,0,1
1332,1,1
0,0,1
0,0,1
0,0,1
