cumulative_distance,n_game_road_trip,win?
647,1,1
0,0,1
684,1,1
0,0,1
1217,1,1
2333,2,1
3701,3,0
4006,4,0
0,0,0
860,1,0
0,0,1
0,0,1
895,1,0
0,0,1
1185,1,0
1750,2,1
0,0,1
0,0,1
1157,1,0
1521,2,0
1826,3,0
3675,4,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
860,1,1
1348,2,0
0,0,1
0,0,0
647,1,0
0,0,0
2560,1,0
3135,2,1
3695,3,0
0,0,1
949,1,1
0,0,1
0,0,0
977,1,0
2737,2,0
0,0,1
1079,1,0
1560,2,1
3073,3,1
0,0,0
0,0,1
963,1,1
4153,2,0
4736,3,1
5515,4,0
6538,5,0
7136,6,0
0,0,1
0,0,0
874,1,1
1202,2,0
2058,3,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
895,1,0
0,0,1
0,0,0
0,0,0
0,0,1
1073,1,0
1509,2,0
0,0,0
1185,1,1
1878,2,1
0,0,1
0,0,1
543,1,0
