cumulative_distance,n_game_road_trip,win?
0,0,0
1202,1,1
0,0,1
365,1,1
1421,2,1
0,0,1
684,1,1
0,0,1
0,0,0
0,0,1
1508,1,0
0,0,0
1202,1,0
0,0,1
895,1,0
0,0,1
1464,1,0
2593,2,1
3611,3,0
0,0,1
0,0,0
0,0,1
1157,1,1
1462,2,0
0,0,0
0,0,0
0,0,1
1508,1,1
3306,2,1
0,0,1
0,0,1
0,0,1
860,1,0
2710,2,1
4995,3,0
0,0,0
1073,1,1
0,0,1
365,1,0
1427,2,0
0,0,1
0,0,1
3495,1,1
4274,2,0
5296,3,0
6240,4,1
0,0,0
860,1,0
2511,2,0
0,0,1
1073,1,1
0,0,1
647,1,0
0,0,0
949,1,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
3442,1,0
4002,2,1
4002,3,1
6756,4,1
7921,5,0
0,0,1
0,0,1
963,1,1
0,0,1
0,0,1
0,0,0
874,1,1
0,0,1
963,1,1
1345,2,1
2047,3,0
0,0,0
0,0,1
0,0,1
0,0,1
895,1,0
1386,2,0
