cumulative_distance,n_game_road_trip,win?
817,1,0
0,0,1
2189,1,0
2496,2,0
0,0,1
0,0,0
2690,1,0
2690,2,1
3265,3,0
0,0,0
684,1,0
0,0,1
0,0,1
0,0,1
1078,1,0
0,0,1
3030,1,0
3613,2,0
0,0,1
0,0,1
1697,1,1
0,0,0
711,1,0
0,0,1
0,0,1
1795,1,0
0,0,1
1346,1,0
2864,2,0
0,0,1
0,0,1
2309,1,1
3697,2,1
0,0,1
1555,1,1
1754,2,0
0,0,1
1515,1,0
1844,2,1
0,0,0
0,0,1
1697,1,1
2823,2,0
4405,3,1
5268,4,1
0,0,0
579,1,1
0,0,0
0,0,0
0,0,0
1046,1,1
1793,2,0
0,0,1
0,0,0
0,0,1
0,0,1
1491,1,0
2031,2,0
0,0,1
711,1,0
0,0,0
0,0,0
817,1,0
0,0,1
929,1,0
0,0,0
2116,1,0
2691,2,1
3251,3,0
4778,4,0
5376,5,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
579,1,0
2112,2,0
0,0,0
0,0,0
0,0,1
512,1,1
