cumulative_distance,n_game_road_trip,win?
1415,1,1
0,0,0
812,1,0
2711,2,1
0,0,0
1527,1,0
0,0,1
0,0,1
0,0,1
944,1,0
3060,2,1
3877,3,0
0,0,0
0,0,0
0,0,0
0,0,0
1067,1,0
2446,2,0
2577,3,0
3279,4,1
3820,5,1
0,0,0
0,0,1
0,0,1
1126,1,1
2261,2,0
0,0,0
0,0,0
944,1,1
2309,2,0
2988,3,0
0,0,0
1582,1,0
2445,2,0
0,0,0
1126,1,1
2255,2,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
2845,1,0
3479,2,1
3786,3,0
0,0,1
1559,1,0
0,0,1
2622,1,1
2630,2,0
3411,3,1
6667,4,0
0,0,0
0,0,0
1338,1,1
3335,2,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
2780,1,0
3111,2,0
3758,3,0
4123,4,1
4825,5,0
0,0,1
1338,1,1
1338,2,0
0,0,0
1414,1,1
1993,2,0
0,0,0
0,0,0
0,0,1
0,0,0
1582,1,0
