cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,0
0,0,1
560,1,0
0,0,1
0,0,0
0,0,1
0,0,0
3542,1,1
3873,2,1
5281,3,0
6119,4,1
6933,5,1
8715,6,1
10647,7,1
0,0,1
0,0,1
0,0,1
0,0,1
3447,1,1
3754,2,0
4777,3,0
0,0,1
0,0,1
1338,1,0
0,0,1
1936,1,0
3357,2,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
1332,1,1
0,0,0
583,1,1
0,0,1
0,0,1
575,1,1
0,0,1
934,1,1
3243,2,0
4060,3,1
6610,4,0
7267,5,0
7573,6,0
9371,7,0
9676,8,1
0,0,1
0,0,1
0,0,1
0,0,0
2209,1,0
2990,2,1
3768,3,1
4340,4,1
0,0,0
560,1,0
0,0,1
1899,1,1
2204,2,0
0,0,0
0,0,1
583,1,1
0,0,1
0,0,1
3941,1,1
4071,2,1
4507,3,1
0,0,0
1332,1,1
2914,2,1
0,0,1
0,0,1
0,0,1
0,0,1
575,1,1
