cumulative_distance,n_game_road_trip,win?
2028,1,0
0,0,0
635,1,1
0,0,1
0,0,0
1378,1,1
1509,2,1
0,0,1
307,1,0
0,0,1
986,1,0
0,0,0
0,0,1
1798,1,1
0,0,0
0,0,1
1378,1,0
0,0,1
436,1,0
0,0,1
0,0,1
2585,1,0
2890,2,0
4587,3,0
0,0,1
0,0,0
307,1,1
4253,2,0
4813,3,0
4934,4,0
0,0,0
0,0,1
1509,1,1
2711,2,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
986,1,0
1131,2,0
0,0,0
1509,1,0
0,0,1
0,0,1
0,0,1
0,0,1
693,1,1
0,0,1
0,0,1
1161,1,0
0,0,1
2845,1,0
4183,2,0
4758,3,1
6379,4,0
7402,5,1
0,0,1
436,1,1
842,2,1
0,0,1
2406,1,0
3919,2,0
0,0,1
0,0,1
0,0,0
2189,1,0
2900,2,0
3573,3,0
0,0,0
886,1,1
0,0,1
307,1,0
1945,2,0
0,0,1
0,0,0
0,0,1
0,0,0
2028,1,0
2359,2,1
4051,3,0
