cumulative_distance,n_game_road_trip,win?
1146,1,1
0,0,0
572,1,1
0,0,1
131,1,1
1247,2,1
0,0,0
0,0,1
702,1,1
0,0,0
2808,1,1
3391,2,0
4170,3,0
5193,4,1
5791,5,0
8636,6,1
8943,7,1
0,0,0
947,1,1
0,0,0
0,0,1
0,0,1
1920,1,1
2897,2,0
0,0,1
778,1,1
0,0,1
958,1,1
0,0,1
0,0,1
665,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
958,1,0
0,0,1
0,0,0
0,0,0
1368,1,1
0,0,0
495,1,0
0,0,1
1293,1,1
0,0,0
2989,1,1
3549,2,0
4124,3,0
5759,4,0
6271,5,1
7130,6,1
0,0,1
0,0,1
382,1,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
665,1,0
2762,2,0
0,0,0
1070,1,1
1796,2,0
3309,3,0
0,0,1
0,0,1
382,1,0
0,0,1
702,1,1
0,0,1
131,1,0
0,0,1
495,1,0
1939,2,0
2270,3,1
0,0,1
1152,1,1
0,0,1
