cumulative_distance,n_game_road_trip,win?
0,0,1
1115,1,0
1674,2,1
0,0,1
0,0,1
572,1,0
1865,2,1
0,0,0
0,0,0
0,0,0
2293,1,0
3156,2,0
3277,3,1
3860,4,0
0,0,1
1585,1,1
2021,2,0
0,0,1
0,0,1
1697,1,1
0,0,1
2111,1,0
2442,2,0
0,0,1
1638,1,0
0,0,0
0,0,1
1587,1,0
2185,2,1
0,0,0
0,0,1
1119,1,0
2048,2,0
2865,3,0
3276,4,0
0,0,0
0,0,1
1464,1,0
0,0,0
1502,1,0
2033,2,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
1129,1,0
2144,2,1
0,0,0
0,0,1
1119,1,0
0,0,0
2061,1,0
2636,2,0
3968,3,0
0,0,0
0,0,1
1126,1,0
0,0,0
0,0,1
1198,1,0
3048,2,0
0,0,1
1129,1,0
3942,2,0
4964,3,1
0,0,0
874,1,1
0,0,0
0,0,1
0,0,0
0,0,1
481,1,1
0,0,0
0,0,1
2548,1,0
3108,2,0
4042,3,0
0,0,1
0,0,0
1792,1,1
