cumulative_distance,n_game_road_trip,win?
2028,1,0
2464,2,1
0,0,1
1770,1,1
0,0,1
1078,1,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
1408,1,0
0,0,0
331,1,0
0,0,1
1788,1,0
0,0,1
0,0,1
1758,1,1
0,0,1
2048,1,1
4045,2,1
5011,3,1
5132,4,1
0,0,1
0,0,1
1760,1,1
2088,2,1
0,0,0
3189,1,1
3764,2,1
0,0,1
1559,1,1
0,0,1
1056,1,1
0,0,1
2048,1,1
4812,2,1
6144,3,0
7482,4,0
8961,5,0
0,0,0
0,0,1
1760,1,0
0,0,1
1976,1,1
0,0,1
331,1,1
1078,2,1
0,0,1
0,0,1
1863,1,1
2849,2,0
3610,3,1
3954,4,1
0,0,1
1920,1,0
0,0,1
0,0,0
0,0,0
1849,1,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
977,1,1
0,0,1
1863,1,1
0,0,1
0,0,1
1758,1,0
2249,2,1
3751,3,1
5377,4,1
0,0,0
0,0,1
0,0,1
977,1,1
2162,2,1
