cumulative_distance,n_game_road_trip,win?
0,0,1
130,1,0
0,0,0
1754,1,1
3943,2,1
4636,3,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
577,1,0
0,0,0
0,0,1
0,0,1
726,1,1
1673,2,0
0,0,0
0,0,1
436,1,0
0,0,1
0,0,0
406,1,0
0,0,0
2087,1,0
2451,2,0
0,0,1
129,1,0
1667,2,1
4566,3,0
5429,4,0
6761,5,1
7336,6,0
8690,7,0
9369,8,0
0,0,0
541,1,0
0,0,1
0,0,0
0,0,1
0,0,0
1116,1,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
1116,1,0
1597,2,0
0,0,0
130,1,0
0,0,0
1070,1,0
0,0,1
199,1,0
0,0,0
1073,1,0
2050,2,0
2381,3,0
0,0,1
0,0,0
0,0,1
0,0,1
3849,1,0
5187,2,0
6616,3,1
7474,4,0
0,0,1
577,1,1
0,0,1
726,1,0
1091,2,1
2068,3,0
3824,4,0
0,0,0
199,1,1
0,0,1
712,1,0
1041,2,1
