cumulative_distance,n_game_road_trip,win?
858,1,1
0,0,0
0,0,0
1932,1,1
2444,2,1
3155,3,1
4545,4,0
0,0,0
598,1,0
0,0,0
0,0,1
0,0,1
2011,1,1
2684,2,0
4771,3,0
5207,4,1
5968,5,0
0,0,0
934,1,0
1517,2,1
0,0,0
3177,1,1
4031,2,1
5087,3,0
0,0,1
0,0,1
1752,1,0
2431,2,0
0,0,1
3087,1,0
4453,2,0
0,0,1
1023,1,1
0,0,0
0,0,1
0,0,0
0,0,1
2683,1,0
2989,2,1
3134,3,1
3540,4,0
0,0,1
0,0,1
0,0,1
0,0,1
934,1,1
0,0,1
0,0,0
0,0,1
0,0,1
1587,1,1
3880,2,0
0,0,1
0,0,0
0,0,1
0,0,1
966,1,0
3200,2,0
0,0,1
0,0,1
598,1,1
0,0,1
0,0,0
2309,1,1
2888,2,0
0,0,0
814,1,1
0,0,1
0,0,1
2969,1,1
3297,2,1
4499,3,0
5448,4,1
0,0,1
0,0,1
0,0,1
0,0,1
814,1,1
0,0,1
934,1,0
0,0,1
934,1,0
