cumulative_distance,n_game_road_trip,win?
1782,1,1
2745,2,1
0,0,0
0,0,0
781,1,0
0,0,1
0,0,0
0,0,1
2955,1,0
4287,2,0
5221,3,0
0,0,1
0,0,1
0,0,1
667,1,0
0,0,1
0,0,1
305,1,0
0,0,0
0,0,0
0,0,1
0,0,1
2097,1,0
2648,2,1
0,0,1
0,0,1
1518,1,1
2090,2,1
3882,3,0
0,0,0
0,0,1
0,0,1
1621,1,1
2161,2,1
0,0,1
512,1,0
2701,2,0
3137,3,0
0,0,0
364,1,0
2099,2,0
3297,3,0
4810,4,1
0,0,0
512,1,1
0,0,1
1932,1,1
2530,2,0
0,0,1
0,0,1
1559,1,0
0,0,1
2588,1,0
2709,2,1
3269,3,0
0,0,1
2286,1,1
2614,2,0
0,0,0
1366,1,1
0,0,1
364,1,0
2752,2,1
3804,3,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
781,1,0
0,0,1
0,0,1
2588,1,1
3367,2,1
4949,3,0
0,0,1
0,0,0
0,0,1
1635,1,0
2210,2,0
