cumulative_distance,n_game_road_trip,win?
0,0,1
1365,1,0
0,0,1
305,1,0
0,0,0
1936,1,1
2496,2,1
3056,3,1
3639,4,0
0,0,1
2025,1,1
3039,2,1
0,0,1
0,0,1
0,0,1
2845,1,1
3281,2,1
3410,3,0
4948,4,1
0,0,1
1752,1,0
0,0,1
0,0,0
1293,1,1
2875,2,0
0,0,0
0,0,0
411,1,0
0,0,1
0,0,0
817,1,0
0,0,1
1018,1,0
0,0,1
0,0,1
0,0,0
0,0,1
1792,1,1
3294,2,0
3825,3,1
0,0,1
0,0,1
1293,1,1
2772,2,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
2320,1,0
2664,2,1
2993,3,1
6183,4,0
6743,5,0
7709,6,0
8732,7,0
9511,8,1
10533,9,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
2549,1,0
3729,2,1
0,0,1
1421,1,1
2578,2,0
0,0,1
0,0,1
0,0,1
1849,1,1
2180,2,1
0,0,1
0,0,1
679,1,1
0,0,1
305,1,1
0,0,1
817,1,0
