cumulative_distance,n_game_road_trip,win?
2153,1,0
3082,2,0
3899,3,0
0,0,1
0,0,0
858,1,1
0,0,1
0,0,1
0,0,1
0,0,0
2319,1,0
2683,2,0
3464,3,0
0,0,1
0,0,1
0,0,1
0,0,1
1022,1,0
0,0,0
3030,1,0
3847,2,0
0,0,1
779,1,0
0,0,1
2436,1,0
2917,2,1
3048,3,1
0,0,0
0,0,0
0,0,1
0,0,0
583,1,0
0,0,0
0,0,0
121,1,0
0,0,1
0,0,0
3952,1,0
4151,2,0
4682,3,0
5047,4,0
5694,5,0
6025,6,0
0,0,1
858,1,0
0,0,0
1429,1,0
0,0,0
0,0,0
3539,1,0
4090,2,1
4864,3,1
0,0,0
121,1,0
681,2,0
1256,3,0
0,0,0
0,0,1
0,0,1
2153,1,0
2820,2,1
3184,3,0
0,0,0
779,1,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
583,1,1
0,0,0
4018,1,0
4323,2,0
5209,3,0
5393,4,0
6591,5,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
583,1,0
