cumulative_distance,n_game_road_trip,win?
763,1,0
0,0,0
382,1,0
0,0,0
963,1,0
0,0,1
0,0,1
3166,1,0
4498,2,1
5081,3,1
5202,4,0
0,0,0
0,0,1
1607,1,0
2280,2,0
0,0,1
0,0,0
1543,1,0
1874,2,0
0,0,0
0,0,1
1782,1,0
2294,2,0
3991,3,0
0,0,0
0,0,1
0,0,0
0,0,1
333,1,1
0,0,0
814,1,0
0,0,1
2720,1,0
3534,2,0
4468,3,0
0,0,1
382,1,0
0,0,0
333,1,1
0,0,1
0,0,1
986,1,0
1291,2,0
0,0,1
1543,1,1
0,0,0
1863,1,0
3623,2,0
0,0,0
0,0,1
406,1,1
0,0,0
145,1,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
329,1,0
735,2,0
0,0,1
406,1,0
0,0,0
0,0,1
1996,1,0
2675,2,0
3487,3,0
0,0,1
0,0,1
963,1,0
0,0,0
145,1,0
0,0,1
329,1,0
0,0,0
986,1,0
1621,2,0
0,0,1
0,0,1
814,1,1
0,0,0
712,1,1
