cumulative_distance,n_game_road_trip,win?
0,0,0
559,1,0
0,0,1
1798,1,0
2103,2,0
0,0,0
0,0,0
344,1,1
1105,2,0
0,0,1
541,1,0
1267,2,0
2081,3,0
0,0,0
2097,1,0
2878,2,0
0,0,1
2164,1,0
3593,2,0
4451,3,0
5385,4,0
6717,5,0
0,0,0
0,0,1
0,0,1
306,1,1
0,0,1
0,0,1
2320,1,0
3137,2,1
3996,3,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,0
559,1,0
0,0,0
541,1,0
0,0,1
1994,1,0
2325,2,1
0,0,0
0,0,0
1185,1,0
0,0,1
0,0,0
0,0,0
344,1,1
0,0,1
0,0,1
551,1,1
879,2,1
0,0,0
0,0,1
0,0,0
306,1,0
0,0,0
693,1,0
3656,2,0
4708,3,1
5283,4,0
0,0,1
693,1,0
0,0,1
0,0,0
947,1,0
0,0,0
551,1,0
0,0,0
333,1,1
969,2,0
0,0,0
0,0,1
1115,1,1
1596,2,0
1727,3,1
0,0,1
0,0,1
1185,1,1
0,0,1
