cumulative_distance,n_game_road_trip,win?
1493,1,0
1824,2,1
0,0,1
328,1,1
0,0,1
565,1,0
909,2,1
0,0,1
0,0,1
0,0,0
0,0,1
1023,1,1
0,0,0
491,1,0
0,0,1
0,0,1
0,0,1
0,0,1
635,1,0
0,0,1
1222,1,1
0,0,1
0,0,1
0,0,1
1493,1,1
0,0,0
0,0,0
328,1,1
0,0,1
1964,1,1
2328,2,0
2633,3,0
3312,4,0
4129,5,1
0,0,1
0,0,1
874,1,0
0,0,1
958,1,1
0,0,0
328,1,1
0,0,1
0,0,0
3784,1,0
5366,2,1
6704,3,1
7279,4,0
0,0,0
0,0,0
874,1,0
1239,2,0
0,0,1
0,0,1
565,1,0
0,0,0
636,1,0
0,0,0
1502,1,0
3087,2,0
0,0,1
958,1,0
0,0,1
1023,1,0
2085,2,1
0,0,1
0,0,1
0,0,1
2969,1,1
3903,2,0
4486,3,0
4607,4,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
1229,1,1
2645,2,1
2774,3,0
0,0,1
307,1,0
491,2,0
