cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
1589,1,0
2161,2,0
0,0,0
1509,1,0
0,0,0
1543,1,1
1876,2,0
3061,3,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
3542,1,1
4102,2,1
5068,3,0
5926,4,0
6948,5,1
0,0,0
0,0,1
747,1,1
0,0,1
0,0,1
1692,1,0
0,0,0
0,0,0
1222,1,0
0,0,0
0,0,0
0,0,0
0,0,0
4070,1,0
5652,2,0
6990,3,1
10688,4,0
0,0,1
0,0,0
0,0,0
1543,1,0
0,0,0
0,0,0
1509,1,0
1517,2,0
1824,3,0
3202,4,0
4318,5,0
0,0,0
1444,1,0
0,0,1
0,0,0
0,0,0
1547,1,0
2220,2,0
0,0,0
1393,1,1
0,0,0
0,0,0
0,0,0
859,1,1
1937,2,0
0,0,0
0,0,1
0,0,0
1705,1,0
2886,2,0
3606,3,0
4102,4,0
0,0,0
0,0,0
747,1,0
0,0,1
647,1,0
1777,2,0
2082,3,0
3779,4,0
4274,5,0
0,0,1
0,0,0
0,0,0
331,1,0
