cumulative_distance,n_game_road_trip,win?
0,0,1
1760,1,0
0,0,1
0,0,1
0,0,1
977,1,1
1520,2,0
2301,3,1
4510,4,0
5848,5,1
6792,6,1
0,0,1
0,0,1
0,0,1
0,0,1
1493,1,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
1788,1,1
0,0,1
0,0,1
1056,1,1
1870,2,0
2276,3,0
3994,4,1
0,0,1
0,0,0
0,0,1
1651,1,0
5135,2,0
5914,3,1
6772,4,0
7738,5,1
8298,6,1
0,0,1
0,0,1
2028,1,0
2335,2,1
2835,3,0
3179,4,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1976,1,1
3193,2,1
4142,3,1
5212,4,1
0,0,1
0,0,1
0,0,1
1760,1,1
3398,2,1
0,0,1
0,0,1
0,0,1
0,0,1
1648,1,1
2764,2,1
3457,3,1
4150,4,1
5036,5,1
0,0,1
0,0,1
331,1,1
1920,2,0
3266,3,1
4083,4,1
0,0,0
1056,1,1
0,0,1
0,0,1
1493,1,1
0,0,1
0,0,1
1758,1,1
0,0,1
