cumulative_distance,n_game_road_trip,win?
2097,1,0
3876,2,1
0,0,1
406,1,0
0,0,0
0,0,1
0,0,0
184,1,1
0,0,0
0,0,1
0,0,0
1651,1,1
0,0,1
0,0,0
3447,1,1
4030,2,1
4888,3,0
5702,4,0
0,0,1
720,1,0
0,0,1
860,1,0
1809,2,0
0,0,0
0,0,1
761,1,0
0,0,1
0,0,0
0,0,0
307,1,0
0,0,1
496,1,0
0,0,0
860,1,0
1933,2,1
0,0,1
0,0,0
3447,1,0
4007,2,0
4870,3,0
6452,4,0
0,0,0
0,0,1
665,1,0
0,0,1
184,1,1
0,0,1
488,1,1
2258,2,0
0,0,1
0,0,1
720,1,1
0,0,0
329,1,0
965,2,1
0,0,1
0,0,0
0,0,0
0,0,1
1646,1,0
1951,2,0
2315,3,0
0,0,0
1198,1,0
2313,2,0
2864,3,1
0,0,1
761,1,0
0,0,1
1079,1,0
2612,2,1
3472,3,1
0,0,0
329,1,0
0,0,1
0,0,1
0,0,1
1502,1,0
0,0,1
0,0,1
0,0,0
1348,1,0
